PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
4HGU,0.98,HYDROLASEINHIBITOR,N,0.106,0.129,T,Y,A,40,08-OCT-12,NA
4HIF,0.85,DNA,Y,0.092,0.113,T,Y,AB,12,11-OCT-12,NA
4HIG,0.75,DNA,Y,0.071,0.081,F,Y,AB,12,11-OCT-12,NA
4HM8,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR17-OCT-12,N,0.171,0.194,T,Y,A,638,4HM8,NA
4HNO,0.92,HYDROLASE,N,0.126,0.139,T,Y,A,285,20-OCT-12,NA
4HP2,0.64,ANTIBIOTIC,N,0.076,NULL,T,Y,AB,12,23-OCT-12,NA
4HP7,1.1,ANTIBIOTIC,N,NULL,0.216,F,Y,ABCD,0,23-OCT-12,NA
4HUA,1.1,OXIDOREDUCTASE,N,0.160,0.172,T,Y,A,107,02-NOV-12,NA
4HY7,1.2,ISOMERASE/INHIBITOR,N,0.187,0.204,F,Y,A,172,13-NOV-12,NA
4HZ8,1.1,HYDROLASE,N,0.136,0.161,F,Y,A,439,14-NOV-12,NA
4I1G,1.3,DNA,N,0.209,0.217,F,Y,A,7,20-NOV-12,NA
4I2U,1.3,OXIDOREDUCTASE,N,0.142,0.166,T,Y,A,109,23-NOV-12,NA
4I5U,1.2,HYDROLASE,N,0.143,0.158,T,Y,A,358,29-NOV-12,NA
4I62,1.1,TRANSPORTPROTEIN,N,0.166,0.179,T,Y,NA,237,29-NOV-12,NA
4I66,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.160,0.198,T,Y,A,195,29-NOV-12,NA
4I71,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.127,0.147,T,Y,A,325,30-NOV-12,NA
4I8H,0.75,HYDROLASE,N,0.102,0.111,T,Y,A,220,03-DEC-12,NA
4I9V,1,DNA,N,0.161,0.182,T,Y,AB,22,05-DEC-12,NA
4IAU,0.99,UNKNOWNFUNCTION,N,0.107,0.129,T,Y,A,158,07-DEC-12,NA
4IGI,1.2,CELLADHESION,N,0.121,0.148,T,Y,A,197,17-DEC-12,NA
4IHM,1.3,HYDROLASE,N,0.141,0.148,T,Y,A,323,19-DEC-12,NA
4III,1,DNA,N,0.101,0.114,T,Y,A,10,20-DEC-12,NA
4IIL,1.3,MEMBRANEPROTEIN,N,0.122,0.153,T,Y,A,314,20-DEC-12,NA
4INW,1.1,PHEROMONE-BINDINGPROTEIN,Y,0.161,0.183,T,Y,A,140,07-JAN-13,NA
4IPM,1.1,HYDROLASE,N,0.123,0.155,T,Y,A,430,10-JAN-13,NA
4ITK,1.2,ELECTRONTRANSPORT,N,0.110,0.147,T,Y,A,104,18-JAN-13,NA
4IUS,1.3,TRANSFERASE,N,0.130,0.156,T,Y,A,254,21-JAN-13,NA
4IVV,1.1,HYDROLASE,N,0.142,0.157,T,Y,A,174,23-JAN-13,NA
4IZX,1.1,SUGARBINDINGPROTEIN,Y,0.109,0.132,T,Y,A,139,30-JAN-13,NA
4J4Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.170,0.181,T,Y,A,160,07-FEB-13,NA
4JBD,1.3,ISOMERASE,N,0.159,0.184,T,Y,A,308,19-FEB-13,NA
4JCC,1.1,TRANSPORTPROTEIN,N,0.146,0.169,T,Y,NA,284,21-FEB-13,NA
4JD8,1.2,DNA,N,0.139,0.162,T,Y,AB,12,24-FEB-13,NA
4JED,1.1,TRANSFERASE,N,0.115,0.131,T,Y,A,212,26-FEB-13,NA
4JER,1.1,TRANSPORTPROTEIN,N,0.139,0.146,T,Y,A,181,27-FEB-13,NA
4JF5,1.1,HYDROLASE,N,0.141,0.162,T,Y,A,242,27-FEB-13,NA
4JG2,1.3,UNKNOWNFUNCTION,N,0.126,0.163,T,Y,A,185,28-FEB-13,NA
4JGL,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.153,T,Y,A,145,01-MAR-13,NA
4JHT,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR05-MAR-13,Y,NULL,0.166,T,Y,A,201,4JHT,NA
4JIU,1.1,HYDROLASE,N,0.147,0.192,T,Y,A,105,07-MAR-13,NA
4JJ7,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.136,0.157,T,Y,A,242,07-MAR-13,NA
4JJA,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.151,T,Y,A,341,07-MAR-13,NA
4JMP,1.3,TRANSFERASE,N,0.173,0.191,T,Y,A,226,14-MAR-13,NA
4JN7,1.1,LYASE,N,0.136,0.145,T,Y,A,395,14-MAR-13,NA
4JP6,1,UNKNOWNFUNCTION,N,0.154,0.181,F,Y,A,121,19-MAR-13,NA
4JRD,1,RNA,N,0.128,0.158,F,Y,AB,22,21-MAR-13,NA
4JRU,1.2,UNKNOWNFUNCTION,N,0.167,0.184,T,Y,A,201,22-MAR-13,NA
4JZ5,1.1,HYDROLASE,N,0.135,0.143,T,Y,A,206,02-APR-13,NA
4K0N,1.3,TRANSPORTPROTEIN,N,0.149,0.170,T,Y,A,234,04-APR-13,NA
4K12,1.1,IMMUNESYSTEM/CHOLINEBINDINGPROTEIN,N,0.155,0.170,T,Y,A,146,04-APR-13,NA
4K4O,1.3,ISOMERASE/ISOMERASEINHIBITOR,N,0.179,0.196,T,Y,A,190,12-APR-13,NA
4K7T,1.1,ANTIBIOTIC,Y,0.128,0.149,F,Y,A,8,17-APR-13,NA
4K8G,1.3,METALBINDINGPROTEIN,N,0.141,0.148,T,Y,NA,386,18-APR-13,NA
4K8M,0.87,ELECTRONTRANSPORT,N,NULL,0.155,T,Y,A,84,18-APR-13,NA
4K8Y,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.151,0.170,T,Y,A,232,19-APR-13,NA
4KEF,1.1,ACTINBINDINGPROTEIN,N,0.127,0.144,T,Y,A,133,25-APR-13,NA
4KQP,0.95,TRANSPORTPROTEIN,N,0.115,0.120,T,Y,NA,230,15-MAY-13,NA
4KV7,1.2,UNKNOWNFUNCTION,N,0.149,0.163,T,Y,A,360,22-MAY-13,NA
4KWX,1.3,DNA,N,0.174,0.187,F,Y,ABCDEF,60,24-MAY-13,NA
4KXW,0.97,TRANSFERASE,Y,0.099,0.121,T,Y,A,621,28-MAY-13,NA
4L05,1.1,OXIDOREDUCTASE,N,0.114,0.118,T,Y,A,154,30-MAY-13,NA
4L25,1.1,DNA,N,0.231,0.240,T,Y,AB,24,04-JUN-13,NA
4L4E,1.3,OXIDOREDUCTASE,N,0.191,0.211,T,Y,A,405,07-JUN-13,NA
4L8A,1.2,TRANSFERASE,N,0.130,0.156,T,Y,A,159,16-JUN-13,NA
4LDC,1.3,METALBINDINGPROTEIN,N,0.128,0.144,T,Y,A,149,24-JUN-13,NA
4LF0,1.1,HYDROLASE,N,0.131,0.137,T,Y,A,340,26-JUN-13,NA
4LJ1,1.2,CELLINVASION,N,0.148,0.166,T,Y,A,135,04-JUL-13,NA
4LLD,1.2,IMMUNESYSTEM,N,0.146,0.170,T,Y,A,200,09-JUL-13,NA
4LTG,1.2,DNA,N,0.090,0.113,T,Y,A,10,23-JUL-13,NA
4LTT,1.3,TOXIN,N,0.181,0.212,T,Y,A,91,23-JUL-13,NA
4LWU,1.1,LIGASE/LIGASEINHIBITOR,N,0.216,0.226,F,Y,A,85,28-JUL-13,NA
4M51,1.1,HYDROLASE,N,0.118,0.135,T,Y,A,402,07-AUG-13,NA
4M6E,0.95,ANTIBIOTIC,N,0.135,0.142,T,Y,A,7,09-AUG-13,NA
4M91,1.1,OXIDOREDUCTASE,N,0.138,0.160,T,Y,A,159,14-AUG-13,NA
4MF5,1.1,TRANSFERASE,N,0.114,0.127,T,Y,A,238,27-AUG-13,NA
4MHP,1.1,TRANSFERASE,N,0.166,0.186,F,Y,A,326,30-AUG-13,NA
4MIJ,1.1,TRANSPORTPROTEIN,N,0.139,0.152,T,Y,A,302,31-AUG-13,NA
4MJ9,0.97,DNA,N,0.087,0.096,F,Y,A,10,03-SEP-13,NA
4MJE,1.2,ELECTRONTRANSPORT,N,0.180,0.198,T,Y,A,99,03-SEP-13,NA
4MKN,1.1,ISOMERASE,N,0.161,0.177,T,Y,A,253,05-SEP-13,NA
4MKW,1.2,DNA,N,0.213,0.240,F,Y,AB,22,05-SEP-13,NA
4MNC,1.1,TRANSPORTPROTEIN,N,0.129,0.144,T,Y,A,305,10-SEP-13,NA
4MNK,1.3,HYDROLASE,Y,0.183,0.199,T,Y,A,342,11-SEP-13,NA
4MQ3,1.1,VIRALPROTEIN,N,0.142,0.176,F,Y,A,129,15-SEP-13,NA
4MRH,1.1,CELLADHESION/INHIBITOR,Y,0.170,0.184,T,Y,A,150,17-SEP-13,NA
4MSR,1.2,RNA,N,0.178,0.217,T,Y,AB,20,18-SEP-13,NA
4MTU,0.97,LYASE,N,0.146,0.152,T,Y,A,143,20-SEP-13,NA
4MUM,1.3,HYDROLASE,N,0.132,0.149,T,Y,A,198,22-SEP-13,NA
4MX6,1.1,TRANSPORTPROTEIN,N,0.134,0.153,T,Y,NA,305,25-SEP-13,NA
4MZC,0.95,OXIDOREDUCTASE,N,0.104,0.111,T,Y,A,106,30-SEP-13,NA
4MZD,1.1,HYDROLASE,N,0.152,0.168,T,Y,A,356,30-SEP-13,NA
4N03,1.1,TRANSPORTPROTEIN,N,0.125,0.149,T,Y,NA,381,30-SEP-13,NA
4N13,1.3,TRANSPORTPROTEIN,N,0.138,0.161,T,Y,NA,253,03-OCT-13,NA
4N1I,1,HYDROLASE,N,0.115,0.139,T,Y,A,312,04-OCT-13,NA
4N30,1.3,OXIDOREDUCTASE,N,0.195,0.220,T,Y,A,182,06-OCT-13,NA
4N6K,1.2,TRANSPORTPROTEIN,N,0.140,0.162,T,Y,A,311,13-OCT-13,NA
4N6X,1.1,SIGNALINGPROTEIN,Y,0.148,0.163,T,Y,NA,91,14-OCT-13,NA
4NAG,0.81,BIOSYNTHETICPROTEIN,N,0.054,NULL,T,Y,AB,32,22-OCT-13,NA
4NAZ,1.1,TRANSFERASE,N,0.136,0.163,T,Y,A,130,22-OCT-13,NA
4NCU,1.1,VIRALPROTEIN,N,0.122,0.141,F,Y,A,27,25-OCT-13,NA
4NI6,1.1,UNKNOWNFUNCTION,N,0.184,0.211,T,Y,A,138,05-NOV-13,NA
4NIO,1.3,PROTEINFIBRIL,N,0.205,0.233,F,Y,A,7,06-NOV-13,NA
4NLF,1,RNA,N,0.099,0.116,T,Y,A,26,14-NOV-13,NA
4NLM,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.147,0.181,T,Y,A,321,14-NOV-13,NA
4NMG,1,RNA,N,0.121,0.141,T,Y,A,26,15-NOV-13,NA
4NNO,1.2,TRANSPORTPROTEIN,N,0.151,0.160,T,Y,A,278,18-NOV-13,NA
4NOA,1.3,UNKNOWNFUNCTION,N,0.160,0.175,T,Y,A,107,19-NOV-13,NA
4NPD,0.9,PROTEINBINDING,N,0.113,0.130,T,Y,A,58,21-NOV-13,NA
4NXH,1.2,RNA,N,0.117,0.148,T,Y,A,26,09-DEC-13,NA
4NYQ,1.2,LIPIDBINDINGPROTEIN,N,0.146,0.192,T,Y,A,153,11-DEC-13,NA
4NZU,1.2,IMMUNESYSTEM,N,0.137,0.163,T,Y,L,422,12-DEC-13,NA
4O06,1.1,CHAPERONE,N,0.173,0.194,T,Y,A,102,13-DEC-13,NA
4O0A,1.2,DNABINDINGPROTEIN/INHIBITOR,N,0.164,0.176,T,Y,A,123,13-DEC-13,NA
4O36,1.2,HYDROLASE,N,0.185,0.226,T,Y,A,115,18-DEC-13,NA
4O41,1.2,RNA,N,NULL,0.212,T,Y,ABCD,41,18-DEC-13,NA
4O4V,1.2,ISOMERASE,N,0.146,0.156,T,Y,A,251,19-DEC-13,NA
4O6U,0.89,HEMEBINDINGPROTEIN,N,0.125,0.134,T,Y,A,182,23-DEC-13,NA
4O8H,0.85,ISOMERASE,N,0.108,0.119,T,Y,A,164,27-DEC-13,NA
4O8O,1.2,HYDROLASE,N,0.139,0.156,T,Y,A,303,28-DEC-13,NA
4OB0,1.2,LYASE,N,0.154,0.186,T,Y,A,430,06-JAN-14,NA
4OCB,0.75,DNA,N,0.122,0.134,T,Y,A,12,08-JAN-14,NA
4OD6,1.2,HYDROLASE,N,0.183,0.209,T,Y,A,82,10-JAN-14,NA
4OH0,1.3,HYDROLASE,N,0.151,0.180,T,Y,A,242,16-JAN-14,NA
4OLR,1.1,PROTEINFIBRIL,N,0.153,0.187,F,Y,AB,10,24-JAN-14,NA
4OOX,1.2,VIRALPROTEIN,N,0.121,0.143,T,Y,A,308,04-FEB-14,NA
4OQV,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR10-FEB-14,N,0.142,0.157,T,Y,A,353,4OQV,NA
4OUS,1.1,SIGNALINGPROTEIN,N,0.152,0.161,T,Y,A,132,18-FEB-14,NA
4OXX,1.2,ELECTRONTRANSPORT,N,0.142,0.160,T,Y,A,153,07-FEB-14,NA
4OY3,1.2,HYDROLASE,N,0.130,0.145,T,Y,A,230,10-FEB-14,NA
4OY5,0.89,STRUCTURALPROTEIN,N,0.068,0.077,T,Y,A,14,10-FEB-14,NA
4OY6,1.3,OXIDOREDUCTASE,Y,0.125,0.140,T,Y,A,186,11-FEB-14,NA
4P3V,1.3,DNABINDINGPROTEIN,N,0.157,0.173,T,Y,A,72,10-MAR-14,NA
4P40,1.2,TRANSPORTPROTEIN,N,0.144,0.162,T,Y,A,285,10-MAR-14,NA
4P47,1.3,SOLUTE-BINDINGPROTEIN,N,0.165,0.188,T,Y,A,320,12-MAR-14,NA
4P7X,1.3,OXIDOREDUCTASE,N,0.137,0.162,T,Y,A,286,28-MAR-14,NA
4P82,1.3,UNKNOWNFUNCTION,N,0.180,0.206,T,Y,A,180,30-MAR-14,NA
4P8B,1.3,TRANSPORTPROTEIN,N,0.155,0.174,T,Y,A,307,31-MAR-14,NA
4PAK,1.2,SOLUTE-BINDINGPROTEIN,N,0.154,0.164,T,Y,A,296,09-APR-14,NA
4PBH,1.2,SOLUTE-BINDINGPROTEIN,N,0.142,0.155,T,Y,A,293,12-APR-14,NA
4PC9,1.3,SOLUTE-BINDINGPROTEIN,N,0.136,0.148,T,Y,NA,289,14-APR-14,NA
4PF3,1.1,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,N,0.155,0.177,T,Y,A,249,28-APR-14,NA
4PF4,1.1,TRANSFERASE,N,0.118,0.150,T,Y,A,278,28-APR-14,NA
4PLZ,1.1,OXIDOREDUCTASE,N,0.130,0.146,T,Y,A,302,20-MAY-14,NA
4PNO,0.97,RNABINDINGPROTEIN,Y,0.144,0.164,T,Y,A,64,24-MAY-14,NA
4PS6,1.3,TOXIN,N,0.119,0.164,T,Y,A,127,06-MAR-14,NA
4PSC,1.1,HYDROLASE,N,0.147,0.167,T,Y,A,220,07-MAR-14,NA
4PSS,0.85,OXIDOREDUCTASE,N,0.154,0.169,T,Y,A,158,07-MAR-14,NA
4PVA,1.2,HYDROLASE,N,0.144,0.162,T,Y,A,324,15-MAR-14,NA
4PVK,1.3,OXIDOREDUCTASE,N,0.142,0.160,T,Y,A,490,17-MAR-14,NA
4PZ0,1.3,SUGARBINDINGPROTEIN,N,0.129,0.149,T,Y,A,314,28-MAR-14,NA
4Q2L,1.1,TRANSPORTPROTEIN,N,0.184,0.199,T,Y,A,64,09-APR-14,NA
4Q4G,0.97,HYDROLASE,N,0.126,0.175,F,Y,X,207,14-APR-14,NA
4Q68,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.112,0.138,T,Y,A,228,21-APR-14,NA
4Q7U,1.3,FLUORESCENTPROTEIN,N,0.149,0.177,T,Y,A,217,25-APR-14,NA
4Q98,1.3,CELLADHESION,N,0.121,0.156,T,Y,A,354,29-APR-14,NA
4QA8,1.1,LIPIDTRANSPORT,N,0.165,0.189,T,Y,A,210,02-MAY-14,NA
4QB3,0.94,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.137,0.155,T,Y,A,127,06-MAY-14,NA
4QBO,1.3,HYDROLASE,N,0.172,0.180,T,Y,A,92,08-MAY-14,NA
4QEK,1.3,TRANSFERASE,N,0.127,0.143,T,Y,A,281,16-MAY-14,NA
4QIO,0.95,DNA,N,0.097,0.119,T,Y,A,10,01-JUN-14,NA
4QLP,1.1,HYDROLASE/PROTEINBINDING,Y,0.129,0.143,T,Y,A,374,12-JUN-14,NA
4QPN,1.3,TRANSFERASE,N,0.124,0.167,T,Y,A,203,24-JUN-14,NA
4QPW,1.1,HYDROLASE,N,0.161,0.178,T,Y,A,142,25-JUN-14,NA
4QQH,1.2,PROTEINBINDING,N,0.154,0.167,T,Y,A,130,27-JUN-14,NA
4QYO,1.2,IMMUNESYSTEM,Y,0.152,0.170,T,Y,A,234,24-JUL-14,NA
4R15,0.97,DNA,Y,0.145,0.185,T,Y,AB,12,04-AUG-14,NA
4R1V,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.146,0.176,T,Y,A,289,07-AUG-14,NA
4R3F,1.3,ISOMERASE,N,0.122,0.143,T,Y,A,196,15-AUG-14,NA
4R49,1.3,DNA,N,0.219,0.260,F,Y,AB,20,19-AUG-14,NA
4R4D,1.3,DNA,N,0.271,0.311,T,Y,ABCD,40,19-AUG-14,NA
4R6Y,1.2,TRANSPORTPROTEIN,N,0.115,0.148,T,Y,NA,317,26-AUG-14,NA
4R75,1.3,TRANSPORTPROTEIN,N,0.173,0.190,T,Y,A,318,26-AUG-14,NA
4R8J,1.2,DNA,N,0.110,0.125,F,Y,A,9,02-SEP-14,NA
4RBQ,1.1,RNA,N,0.131,0.154,F,Y,A,32,12-SEP-14,NA
4RBX,1.1,ANTIMICROBIALPROTEIN,N,0.186,0.188,T,Y,A,32,13-SEP-14,NA
4RBY,1.2,RNA,N,NULL,0.213,T,Y,A,11,13-SEP-14,NA
4RBZ,1.2,RNA,N,NULL,0.190,T,Y,A,10,13-SEP-14,NA
4RC0,1.1,RNA,N,NULL,0.211,T,Y,A,10,13-SEP-14,NA
4RD4,1.3,TRANSLATION,N,0.168,0.197,T,Y,A,414,18-SEP-14,NA
4REK,0.74,OXIDOREDUCTASE,N,0.113,0.123,T,Y,A,499,23-SEP-14,NA
4RJ1,0.92,RNA,N,0.093,0.109,T,Y,AB,12,08-OCT-14,NA
4RJZ,1.2,TRANSPORTPROTEIN,N,0.130,0.165,T,Y,A,373,11-OCT-14,NA
4RKV,0.88,RNA,N,0.093,0.098,T,Y,AB,12,14-OCT-14,NA
4RLE,1.3,UNKNOWNFUNCTION,N,0.131,0.155,T,Y,A,116,16-OCT-14,NA
4RLK,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.145,0.175,T,Y,A,327,17-OCT-14,NA
4RNE,1,RNA,N,0.103,0.119,T,Y,ABCDEFGH,48,24-OCT-14,NA
4RQR,1.1,ELECTRONTRANSPORT,N,0.173,0.195,T,Y,A,107,04-NOV-14,NA
4RU3,1.2,CELLINVASION,N,0.135,0.150,T,Y,A,205,18-NOV-14,NA
4RUW,1.3,HYDROLASE,N,0.138,0.148,T,Y,A,381,23-NOV-14,NA
4RVQ,1.1,PROTEINBINDING,N,0.125,0.146,T,Y,A,122,27-NOV-14,NA
4RWC,1.1,MEMBRANEPROTEIN,N,0.139,0.156,T,Y,A,22,02-DEC-14,NA
4RWU,1.3,CHAPERONE,N,0.123,0.149,T,Y,A,81,05-DEC-14,NA
4RXV,1.1,STRUCTURALGENOMICS,N,0.125,0.139,T,Y,A,229,UNKNOWNFUNCTION,NA
4RZ9,1.3,RNABINDINGPROTEIN,N,0.128,0.150,T,Y,A,179,19-DEC-14,NA
4S28,1.3,LYASE,N,0.117,0.137,T,Y,A,520,19-JAN-15,NA
4S39,1.3,OXIDOREDUCTASE,Y,0.113,0.134,T,Y,A,400,26-JAN-15,NA
4TKB,0.86,LIPIDBINDINGPROTEIN,N,0.109,0.121,T,Y,A,133,26-MAY-14,NA
4TKC,1.3,SUGARBINDINGPROTEIN,Y,0.162,0.207,F,Y,A,118,26-MAY-14,NA
4TPN,1.2,OXIDOREDUCTASE,N,0.163,0.171,T,Y,A,386,08-JUN-14,NA
4TRP,1.3,IMMUNESYSTEM,N,0.151,0.178,T,Y,NA,422,17-JUN-14,NA
4TTK,1.3,HYDROLASEINHIBITOR,N,0.264,0.276,F,Y,A,1,22-JUN-14,NA
4TTW,1.2,STRUCTURALPROTEIN,N,0.164,0.189,T,Y,A,132,23-JUN-14,NA
4TUT,0.9,MEMBRANEPROTEINDENOVOPROTEIN,N,0.071,0.098,F,Y,A,6,24-JUN-14,NA
4TXR,1,PROTEINTRANSPORT,Y,0.164,0.180,T,Y,B,214,04-JUL-14,NA
4U8C,1.2,DNA/ANTIBIOTIC,Y,0.279,0.333,F,Y,AB,24,01-AUG-14,NA
4U98,1.1,TRANSFERASE,N,0.146,0.163,T,Y,A,451,05-AUG-14,NA
4U9H,0.89,OXIDOREDUCTASE,N,0.096,0.106,T,Y,S,798,06-AUG-14,NA
4UAV,1.3,HYDROLASE,N,0.138,0.172,T,Y,NA,246,11-AUG-14,NA
4UBY,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.122,0.158,T,Y,ABCD,24,13-AUG-14,NA
4UBZ,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.089,0.110,F,Y,AB,12,13-AUG-14,NA
4UDX,1,OXIDOREDUCTASE,N,0.132,0.157,T,Y,X,633,12-DEC-14,NA
4UE8,1.1,TRANSLATION,Y,0.1461,0.1614,T,Y,A,199,16-DEC-14,NA
4UHC,1,HYDROLASE,N,0.11000,0.12853,T,Y,A,278,24-MAR-15,NA
4UHO,1.2,TRANSFERASE,N,0.10631,0.12314,T,Y,A,435,25-MAR-15,NA
4UP0,1.3,TRANSCRIPTION,N,0.13946,0.16611,F,Y,A,90,11-JUN-14,NA
4UPI,1.3,HYDROLASE,N,0.142,0.163,T,Y,A,549,17-JUN-14,NA
4UQX,1.2,PROTEINTRANSPORT,N,0.151,0.158,T,Y,A,262,25-JUN-14,NA
4USA,1.1,OXIDOREDUCTASE,N,0.103,0.122,T,Y,A,906,03-JUL-14,NA
4UU5,1.2,CELLADHESION,Y,0.169,0.183,T,Y,A,103,24-JUL-14,NA
4UYR,0.89,CELLADHESION,N,0.127,0.134,T,Y,A,188,03-SEP-14,NA
4UYT,1,CELLADHESION,N,0.12882,0.14416,T,Y,A,178,03-SEP-14,NA
4UZG,1.1,STRUCTURALPROTEIN,N,0.126,0.142,T,Y,A,277,05-SEP-14,NA
4W5L,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.169,0.177,T,Y,AB,14,18-AUG-14,NA
4W5M,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.196,0.256,F,Y,AB,14,18-AUG-14,NA
4W5P,1.2,DENOVOPROTEINMEMBRANEPROTEIN,N,0.121,0.151,T,Y,AB,14,18-AUG-14,NA
4W5Y,1.1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.082,0.100,T,Y,AB,14,19-AUG-14,NA
4W67,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.110,0.148,T,Y,AB,14,20-AUG-14,NA
4W71,1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.119,0.153,T,Y,AB,14,21-AUG-14,NA
4W7W,1.1,HYDROLASE,Y,0.142,0.160,T,Y,A,313,22-AUG-14,NA
4W8B,1.1,HYDROLASE,N,0.104,0.122,T,Y,A,386,22-AUG-14,NA
4W8H,1.1,SIGNALINGPROTEIN,N,0.142,0.171,T,Y,A,131,24-AUG-14,NA
4W9Z,1.3,OXIDOREDUCTASE,N,0.110,0.134,T,Y,A,138,28-AUG-14,NA
4WBU,1.1,DENOVOPROTEINMEMBRANEPROTEIN,N,0.151,0.167,T,Y,AB,12,03-SEP-14,NA
4WDC,1.3,TOXIN,N,0.120,0.151,T,Y,A,177,08-SEP-14,NA
4WEE,0.89,METALBINDINGPROTEIN,N,0.150,0.164,T,Y,A,135,09-SEP-14,NA
4WFO,1.1,OXIDOREDUCTASE,N,0.108,0.128,T,Y,A,826,16-SEP-14,NA
4WK7,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.197,0.213,T,Y,NA,209,01-OCT-14,NA
4WKA,0.95,HYDROLASE,N,0.113,0.123,T,Y,A,369,02-OCT-14,NA
4WPG,1.1,OXIDOREDUCTASE,N,0.130,0.155,T,Y,A,287,18-OCT-14,NA
4WPK,0.98,HYDROLASE,N,0.137,0.154,T,Y,A,228,20-OCT-14,NA
4WQD,1.2,OXIDOREDUCTASE,N,0.153,0.183,T,Y,A,227,21-OCT-14,NA
4WTP,1.3,TRANSFERASE,N,0.178,0.186,T,Y,A,266,30-OCT-14,NA
4WUI,1.1,ISOMERASE,N,0.128,0.138,T,Y,A,205,31-OCT-14,NA
4WVV,1.2,SUGARBINDINGPROTEIN,Y,0.153,0.166,T,Y,A,145,07-NOV-14,NA
4WX4,1,HYDROLASE,Y,0.118,0.137,T,Y,A,211,13-NOV-14,NA
4WXT,1.2,HYDROLASE,N,0.158,0.177,T,Y,A,108,14-NOV-14,NA
4WZ4,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.187,0.199,T,Y,A,360,18-NOV-14,NA
4X18,1.1,DNA,N,0.096,0.105,F,Y,A,10,24-NOV-14,NA
4X1A,0.89,DNA,N,0.096,0.106,T,Y,A,10,24-NOV-14,NA
4X2R,1.1,ISOMERASE,N,0.123,0.141,T,Y,NA,243,26-NOV-14,NA
4X5P,1,SUGARBINDINGPROTEIN,Y,0.124,0.139,T,Y,A,158,05-DEC-14,NA
4X6H,1,HYDROLASE,N,0.155,0.166,T,Y,A,215,08-DEC-14,NA
4X7G,1.2,OXIDOREDUCTASE,N,0.178,0.197,T,Y,A,248,09-DEC-14,NA
4X9T,1.2,UNKNOWNFUNCTION,N,0.165,0.190,T,Y,A,283,11-DEC-14,NA
4X9X,1.2,TRANSFERASE,N,0.119,0.144,T,Y,A,268,11-DEC-14,NA
4XDX,0.95,CYTOKINE,N,0.122,0.136,T,Y,A,70,20-DEC-14,NA
4XE2,1.2,CHAPERONE,Y,0.186,0.210,T,Y,A,221,22-DEC-14,NA
4XED,1.2,PROTEINBINDING,N,0.139,0.169,T,Y,A,96,23-DEC-14,NA
4XEM,1.3,LIGASE,N,0.162,0.179,T,Y,A,377,24-DEC-14,NA
4XEZ,1.2,OXIDOREDUCTASE,N,0.125,0.162,T,Y,A,186,25-DEC-14,NA
4XFK,1.3,TRANSPORTPROTEIN,N,0.138,0.161,T,Y,NA,391,27-DEC-14,NA
4XHV,1.2,SIGNALINGPROTEIN,N,0.139,0.162,T,Y,A,104,06-JAN-15,NA
4XK0,1.1,RNA,N,NULL,0.144,F,Y,AC,12,09-JAN-15,NA
4XMH,1.3,TRANSPORTPROTEIN,N,0.156,0.182,T,Y,A,188,14-JAN-15,NA
4XOD,1.1,CELLADHESION,Y,0.143,0.159,T,Y,B,292,16-JAN-15,NA
4XOT,1.1,VIRALPROTEIN,N,0.107,0.130,T,Y,A,597,16-JAN-15,NA
4XPX,1,OXYGENBINDINGPROTEIN,N,0.158,0.166,F,Y,A,130,18-JAN-15,NA
4Y27,1,RNA,N,0.136,0.149,F,Y,A,25,09-FEB-15,NA
4Y63,1.3,TRANSFERASE,Y,0.160,0.183,T,Y,A,282,12-FEB-15,NA
4Y9V,0.9,LYASE,N,0.097,0.109,T,Y,A,603,17-FEB-15,NA
4Y9W,0.83,HYDROLASE,N,0.117,0.125,T,Y,A,331,17-FEB-15,NA
