PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,BFACTOR,HYDROGENS,STRUCFAC,CHAINS,RESIDUES,NUCLEOTIDES,DATE,COMMENTS
3WAR,1,TRANSFERASE,N,0.145,0.168,Y,59.89,N,Y,A,334,0,07-MAY-13,NA
3WBO,0.98,DNA,N,0.156,0.163,N,0,N,Y,AB,0,12,20-MAY-13,NA
3WCQ,0.97,ELECTRONTRANSPORT,N,0.152,0.170,Y,81.19,Y,Y,A,97,0,31-MAY-13,NA
3WCZ,1.3,OXIDOREDUCTASE,N,0.152,0.164,Y,57.09,Y,Y,A,307,0,05-JUN-13,NA
3WDD,1.2,CHAPERONE/ANTIMICROBIALPROTEIN,N,0.127,0.154,Y,72.04,N,Y,A,149,0,14-JUN-13,NA
3WDN,0.86,OXIDOREDUCTASE,N,NULL,0.139,Y,82.08,N,Y,A,125,0,19-JUN-13,NA
3WDQ,1.3,HYDROLASE,N,0.145,0.164,Y,43.52,N,Y,A,329,0,20-JUN-13,NA
3WH1,1,HYDROLASE,N,0.148,0.155,N,20.26,N,Y,A,203,0,21-AUG-13,NA
3WH2,1.3,IMMUNESYSTEM,Y,0.129,0.156,Y,31.61,N,Y,A,132,0,21-AUG-13,NA
3WH7,1.1,HYDROLASE,Y,0.114,0.134,Y,76.1,N,Y,A,443,0,21-AUG-13,NA
3WP4,1.3,HYDROLASE,N,0.141,0.166,N,64.39,N,Y,A,228,0,09-JAN-14,NA
3WS7,1.2,OXIDOREDUCTASE,Y,0.175,0.186,N,50.12,N,Y,A,293,0,04-MAR-14,NA
3WUZ,1.3,MEMBRANEPROTEIN,N,0.146,0.178,Y,94.31,N,Y,A,120,0,10-MAY-14,NA
3WWL,1.2,METALBINDINGPROTEIN,N,0.146,0.155,N,27.99,N,Y,A,54,0,21-JUN-14,NA
3X0I,0.91,HYDROLASE,N,0.136,NULL,Y,85.97,N,Y,A,159,0,16-OCT-14,NA
3X1X,1,SIGNALINGPROTEIN,N,0.197,0.211,N,22.97,N,Y,A,166,0,02-DEC-14,NA
3X2M,0.64,HYDROLASE,N,0.122,0.129,Y,74.29,Y,Y,A,180,0,22-DEC-14,NA
3X34,0.76,ELECTRONTRANSPORT,N,0.107,0.131,Y,40.58,Y,Y,A,87,0,14-JAN-15,NA
3ZFP,1.3,HYDROLASE,N,0.161,0.207,Y,175.5,N,Y,A,148,0,12-DEC-12,NA
3ZIY,1,OXIDOREDUCTASE,N,0.110,0.122,Y,58.3,Y,Y,A,457,0,14-JAN-13,NA
3ZN4,1.3,VIRALPROTEIN,N,0.158,0.184,Y,109.54,N,Y,A,149,0,13-FEB-13,NA
3ZNV,1.3,HYDROLASE,N,0.12680,0.15439,Y,100.63,N,Y,A,269,0,18-FEB-13,NA
3ZOJ,0.88,MEMBRANEPROTEIN,N,0.10329,0.10739,Y,39.09,Y,Y,A,263,0,21-FEB-13,NA
3ZQX,1,HYDROLASE,N,0.167,0.171,Y,78.24,N,Y,A,146,0,12-JUN-11,NA
3ZR8,0.9,PROTEINBINDING,N,0.12669,0.14865,Y,19.44,N,Y,X,65,0,15-JUN-11,NA
3ZSJ,0.86,SUGARBINDINGPROTEIN,Y,0.127,0.142,Y,40.1,N,Y,A,138,0,28-JUN-11,NA
3ZTV,1.3,HYDROLASE,N,0.2005,0.2342,Y,40.41,N,Y,A,565,0,12-JUL-11,NA
3ZUC,1,CRYSTALLINECELLULOSE-BINDINGPROTEIN,N,0.125,0.136,Y,29.24,Y,Y,A,153,0,18-JUL-11,NA
3ZUD,1.3,HYDROLASE,N,0.156,0.179,Y,33.31,N,Y,A,227,0,18-JUL-11,NA
3ZZO,1.1,IMMUNESYSTEM,N,0.13006,0.15129,Y,32.29,N,Y,A,93,0,02-SEP-11,NA
3ZZP,0.96,RIBOSOMALPROTEIN,N,0.113,0.137,Y,52.24,N,Y,A,74,0,02-SEP-11,NA
427D,1.1,DNA,N,0.102,NULL,N,0,N,Y,A,0,5,21-SEP-98,NA
431D,1.1,DNA,N,0.172,NULL,N,0,N,Y,AB,0,20,09-OCT-98,NA
434D,1.2,RNA,N,0.125,0.180,N,0,N,Y,AC,0,28,23-OCT-98,NA
436D,1.1,DNA,N,0.162,NULL,N,0,N,Y,AB,0,22,12-NOV-98,NA
440D,1.1,DNA,N,NULL,0.251,N,0,N,Y,AB,0,20,13-JAN-99,NA
454D,1.2,DNA,N,NULL,0.210,N,0,N,N,ABCDEFGHIJ,0,70,03-MAR-99,NA
460D,1.2,DNA,N,0.179,NULL,N,0,N,Y,NA,0,22,12-MAR-99,NA
464D,1.2,RNA,N,0.129,0.193,N,0,N,Y,AC,0,26,14-APR-99,NA
466D,1.2,RNA,N,0.150,0.240,N,0,N,Y,AC,0,28,14-APR-99,NA
476D,1.3,DNA,N,0.182,0.220,N,0,N,Y,AB,0,22,25-JUN-99,NA
483D,1.1,RNA,N,0.156,0.202,N,0,N,Y,A,0,27,23-JUL-99,NA
485D,0.97,DNA/RNAHYBRID,N,0.150,0.195,N,0,N,Y,AB,0,18,13-AUG-99,NA
4A02,0.95,CHITINBINDINGPROTEIN,N,NULL,0.1158,Y,81.83,N,Y,A,166,0,07-SEP-11,NA
4A4J,1.3,HYDROLASE,N,0.14476,0.17988,Y,37.62,N,Y,A,69,0,14-OCT-11,NA
4A56,1.2,PROTEINTRANSPORT,N,0.17406,0.18975,Y,40.42,N,Y,A,93,0,24-OCT-11,NA
4A9V,1.1,HYDROLASE,N,0.118,0.117,Y,300.71,Y,Y,A,581,0,28-NOV-11,NA
4AAN,1.2,OXIDOREDUCTASE,N,0.14788,0.16624,Y,52.73,N,Y,A,323,0,05-DEC-11,NA
4AC1,1.3,HYDROLASE,N,0.185,0.202,Y,27.44,N,Y,X,283,0,12-DEC-11,NA
4ACJ,0.97,IMMUNESYSTEM,N,0.119,0.138,Y,20.6,Y,Y,A,167,0,15-DEC-11,NA
4AFF,1.1,SIGNALINGPROTEIN,Y,0.13,0.14,Y,44.77,N,Y,A,110,0,19-JAN-12,NA
4AFM,1.3,HYDROLASE,N,0.159,0.173,Y,47.03,N,Y,A,125,0,19-JAN-12,NA
4AGZ,1.3,DNA,Y,0.158,0.207,N,0,N,Y,AB,0,24,02-FEB-12,NA
4AH0,1.2,DNA,Y,0.155,0.203,N,0,N,Y,AB,0,24,02-FEB-12,NA
4AL0,1.2,ISOMERASE,N,0.12231,0.12964,Y,63.66,N,Y,A,146,0,29-FEB-12,NA
4AM1,1.3,TRANSFERASE,N,0.1607,0.1968,Y,49.14,N,Y,A,345,0,07-MAR-12,NA
4ANN,1.1,MEMBRANEPROTEIN,N,0.138,0.181,Y,51.75,N,Y,A,176,0,21-MAR-12,NA
4AOH,1,HYDROLASE,N,0.1698,0.1879,Y,37.24,N,Y,A,123,0,27-MAR-12,NA
4AQO,0.99,HYDROLASE,N,0.12515,0.14998,Y,21.55,N,Y,A,86,0,19-APR-12,NA
4ASL,1.2,CELLADHESION,Y,0.119,0.155,Y,55.66,N,Y,A,229,0,02-MAY-12,NA
4ATE,1.1,HYDROLASE,N,0.125,0.152,Y,34.96,N,Y,A,256,0,06-MAY-12,NA
4AWT,0.98,OXIDOREDUCTASE,N,NULL,0.106,Y,71.03,N,Y,A,363,0,05-JUN-12,NA
4AXY,1.2,STRUCTURALPROTEIN,N,0.1511,0.1728,Y,41.37,Y,Y,ABC,54,0,15-JUN-12,NA
4AYP,0.85,HYDROLASE,N,0.09692,0.10555,Y,88.94,N,Y,A,434,0,21-JUN-12,NA
4B1Y,1.3,STRUCTURALPROTEIN,N,0.152,0.174,Y,64.88,N,Y,B,394,0,12-JUL-12,NA
4B50,1.3,IMMUNESYSTEM,N,0.14680,0.17963,Y,62.43,N,Y,A,113,0,02-AUG-12,NA
4B5N,1.1,OXIDOREDUCTASE,N,0.127,0.141,Y,34.7,N,Y,A,354,0,07-AUG-12,NA
4B5O,1.1,TRANSFERASE,N,0.1320,0.1574,Y,50.13,Y,Y,A,192,0,07-AUG-12,NA
4B97,1.3,SUGARBINDINGPROTEIN,N,0.1405,0.1564,Y,61.51,N,Y,A,151,0,03-SEP-12,NA
4B9C,1.2,CARBOHYDRATE-BINDINGPROTEIN,N,0.1704,0.1853,Y,65.89,N,Y,A,150,0,04-SEP-12,NA
4B9P,1.2,CARBOHYDRATE-BINDINGPROTEIN,N,0.1254,0.1499,Y,78.38,N,Y,A,166,0,06-SEP-12,NA
4BAT,1.3,HYDROLASE,N,0.12269,0.14268,Y,103.63,N,Y,A,296,0,16-SEP-12,NA
4BCT,0.98,ALLERGEN,N,0.11406,0.13125,Y,44.81,N,Y,A,201,0,03-OCT-12,NA
4BEU,1.1,TRANSFERASE,N,0.164,0.173,Y,76.46,Y,Y,A,392,0,12-MAR-13,NA
4BFH,1.3,HYDROLASEINHIBITOR,N,0.15787,0.15927,N,13.15,N,Y,A,30,0,19-MAR-13,NA
4BFO,1.2,HYDROLASE,N,0.1571,0.1693,N,45.18,N,Y,A,106,0,21-MAR-13,NA
4BGC,1.2,TRANSPORTPROTEIN,N,0.16499,0.20463,Y,42.82,N,Y,A,101,0,25-MAR-13,NA
4BJ0,1,HYDROLASE,Y,0.115,0.129,Y,41.36,N,Y,A,167,0,15-APR-13,NA
4BK7,1.1,ALLERGEN,N,0.13656,0.17545,Y,55.66,N,Y,A,159,0,22-APR-13,NA
4BN4,1.3,HYDROLASE,Y,0.13993,0.17950,Y,97.84,Y,Y,NA,272,0,13-MAY-13,NA
4BPF,1,LIGASE,N,0.1302,0.1560,Y,80.09,Y,Y,A,85,0,26-MAY-13,NA
4BPS,1.1,HYDROLASE,N,0.127,0.147,Y,64.22,Y,Y,A,327,0,28-MAY-13,NA
4BY8,0.94,ANTIBIOTIC,N,0.166,0.217,Y,45.21,Y,Y,A,10,0,18-JUL-13,NA
4C5X,1.3,DNA,N,0.145,0.173,N,0,N,Y,AB,0,22,16-SEP-13,NA
4C6A,1.3,TRANSFERASE,N,0.1638,0.1721,Y,85.46,N,Y,A,151,0,18-SEP-13,NA
4CD5,1.1,HYDROLASE,N,0.15273,0.17213,Y,61.44,N,Y,A,367,0,30-OCT-13,NA
4CFI,1.3,STRUCTURALPROTEIN,N,0.13774,0.16461,Y,54.56,N,Y,A,258,0,18-NOV-13,NA
4CJ0,1.1,HYDROLASE/DENOVOPROTEIN,Y,0.108,0.125,Y,192.15,N,Y,A,594,0,18-DEC-13,NA
4CNX,1.2,LYASE,N,0.112,0.147,Y,98.42,N,Y,A,257,0,25-JAN-14,NA
4CO8,1.1,TRANSCRIPTION,N,0.11727,0.13201,Y,50.97,N,Y,A,98,0,27-JAN-14,NA
4CRG,1.3,HYDROLASE,N,0.1764,0.1951,Y,90.98,N,Y,A,217,0,26-FEB-14,NA
4CVR,1.1,OXIDOREDUCTASE,N,0.13534,0.16544,Y,74.93,N,Y,A,156,0,29-MAR-14,NA
4CXP,1.2,HYDROLASE,N,0.11947,0.13444,Y,65.93,N,Y,A,257,0,08-APR-14,NA
4CZQ,1.2,OXIDOREDUCTASE,N,0.1514,0.1619,Y,61.97,Y,Y,A,367,0,21-APR-14,NA
4D0Q,1.2,LYASE,N,0.129,0.159,Y,81.14,Y,Y,A,161,0,29-APR-14,NA
4D1T,1.3,HYDROLASE,N,0.1315,0.1483,Y,40.91,Y,Y,A,229,0,05-MAY-14,NA
4D5M,0.85,HORMONE,N,0.080,0.087,Y,5.39,Y,Y,ABCD,32,0,05-NOV-14,NA
4D6G,1.2,HYDROLASE,N,0.118,0.133,Y,34.11,N,Y,A,587,0,11-NOV-14,NA
4D8B,1.1,HYDROLASE,N,0.145,0.160,Y,35.45,Y,Y,A,254,0,10-JAN-12,NA
4DD5,1.3,TRANSFERASE,N,0.118,0.135,Y,74.55,N,Y,A,387,0,18-JAN-12,NA
4DP9,1,ELECTRONTRANSPORT,N,0.122,0.144,Y,37.59,N,Y,X,99,0,13-FEB-12,NA
4DPZ,1.3,TRANSFERASE,N,0.151,0.179,Y,91.28,N,Y,X,109,0,14-FEB-12,NA
4DUI,1.2,DENOVOPROTEIN,Y,0.125,0.149,Y,42.46,Y,Y,A,164,0,22-FEB-12,NA
4DVC,1.2,OXIDOREDUCTASE,N,0.120,0.139,Y,40.84,Y,Y,A,184,0,23-FEB-12,NA
4DXK,1.3,ISOMERASE,N,0.155,0.169,Y,57.95,N,Y,NA,364,0,27-FEB-12,NA
4E0K,0.97,PROTEINFIBRIL,N,0.114,0.131,Y,24.62,Y,Y,ABCD,24,0,04-MAR-12,NA
4E1Q,1.3,ISOMERASE,N,0.178,0.185,N,43.27,N,Y,A,170,0,06-MAR-12,NA
4E1U,0.92,DNA,N,0.140,0.149,N,0,N,Y,AB,0,24,07-MAR-12,NA
4E2B,1.3,OXIDOREDUCTASE,N,0.147,0.171,Y,56.7,N,Y,A,378,0,08-MAR-12,NA
4E8S,1.2,DNA,N,0.104,0.129,N,0,N,Y,A,0,10,20-MAR-12,NA
4E9S,1.1,METALBINDINGPROTEIN,N,NULL,NULL,Y,96.53,N,Y,A,476,0,21-MAR-12,NA
4EA9,0.9,TRANSFERASE,Y,0.139,0.155,Y,79.24,N,Y,A,207,0,22-MAR-12,NA
4EIC,0.84,ELECTRONTRANSPORT,N,0.106,0.127,Y,21.8,N,Y,A,93,0,05-APR-12,NA
4EIE,1,ELECTRONTRANSPORT,N,0.137,0.163,Y,26.58,Y,Y,A,82,0,05-APR-12,NA
4EIH,1.2,TRANSFERASE,N,0.161,0.181,Y,56.05,N,Y,A,101,0,05-APR-12,NA
4EKF,0.98,HYDROLASE,N,0.135,0.168,Y,142.48,Y,Y,A,191,0,09-APR-12,NA
4EL4,1.2,HYDROLASE,N,0.169,0.202,Y,74.41,N,Y,A,425,0,10-APR-12,NA
4ES1,1.1,HYDROLASE,N,0.158,0.164,Y,42.29,Y,Y,A,95,0,21-APR-12,NA
4ESP,1.1,ALLERGEN,N,0.169,0.183,Y,39.43,N,Y,A,130,0,23-APR-12,NA
4ETN,1.1,HYDROLASE,N,0.156,0.173,Y,44.74,Y,Y,A,148,0,24-APR-12,NA
4EUO,1.3,TRANSPORTPROTEIN,N,0.166,0.181,Y,83.65,N,Y,A,313,0,25-APR-12,NA
4EUZ,1.1,HYDROLASE/ANTIBIOTIC,N,0.115,0.138,Y,34.7,N,Y,A,268,0,25-APR-12,NA
4EX6,1.3,HYDROLASE,N,0.121,0.153,Y,50.49,N,Y,A,219,0,30-APR-12,NA
4EXK,1.3,TRANSPORTPROTEIN,N,0.143,0.178,Y,64.07,N,Y,NA,475,0,30-APR-12,NA
4EZ8,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.108,0.130,Y,43.11,N,Y,A,287,0,02-MAY-12,NA
4EZI,1.1,UNKNOWNFUNCTION,N,0.137,0.157,Y,45.1,N,Y,A,359,0,02-MAY-12,NA
4F06,1.3,TRANSPORTPROTEIN,N,0.123,0.143,Y,68.86,N,Y,A,355,0,03-MAY-12,NA
4F0W,1.2,HYDROLASE,N,0.183,0.192,Y,42.09,N,Y,A,152,0,05-MAY-12,NA
4F14,1.2,ACTIN-BINDINGPROTEIN/PEPTIDE,Y,0.145,0.171,Y,52.19,Y,Y,A,67,0,06-MAY-12,NA
4F1V,0.88,PHOSPHATE-BINDINGPROTEIN,N,0.126,0.140,Y,51.34,Y,Y,A,372,0,07-MAY-12,NA
4F4N,1.3,DNA,N,0.155,0.181,N,0,N,Y,AC,0,14,10-MAY-12,NA
4F98,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.145,0.169,Y,39.34,N,Y,A,61,0,18-MAY-12,NA
4FK9,1.1,HYDROLASE,N,0.119,0.132,Y,50.33,Y,Y,A,314,0,13-JUN-12,NA
4FP6,1.3,DNA,N,0.191,0.221,N,0,N,Y,A,0,7,21-JUN-12,NA
4FR9,1.2,UNKNOWNFUNCTION,N,0.147,0.172,Y,58.29,N,Y,A,131,0,26-JUN-12,NA
4FRV,1.1,ISOMERASE,N,0.120,0.138,Y,38.96,Y,Y,A,185,0,26-JUN-12,NA
4FS5,1.3,DNA,N,0.213,0.264,N,0,N,Y,AB,0,12,26-JUN-12,NA
4FS6,1.3,DNA,N,0.195,0.230,N,0,N,Y,A,0,6,27-JUN-12,NA
4FS7,1.2,PROTEINBINDING,N,0.132,0.157,Y,54.14,N,Y,A,379,0,27-JUN-12,NA
4FUU,1.3,HYDROLASE,N,0.120,0.157,Y,50.59,N,Y,A,288,0,28-JUN-12,NA
4G13,0.8,ANTIBIOTIC,N,0.078,0.081,Y,12,Y,Y,A,5,0,10-JUL-12,NA
4G14,1.1,ANTIBIOTIC,N,0.123,0.171,Y,31.27,Y,Y,A,5,0,10-JUL-12,NA
4G78,0.92,TRANSFERASE,N,NULL,0.155,Y,83.94,N,Y,A,147,0,20-JUL-12,NA
4G9S,0.95,HYDROLASE/HYDROLASEINHIBITOR,Y,0.129,0.136,Y,55.46,Y,Y,A,298,0,24-JUL-12,NA
4GA2,0.95,TRANSPORTPROTEIN,N,0.178,0.199,Y,120.27,Y,Y,A,144,0,24-JUL-12,NA
4GBU,1.2,OXIDOREDUCTASE,Y,0.102,0.121,Y,53.96,N,Y,A,399,0,28-JUL-12,NA
4GIE,1.3,OXIDOREDUCTASE,N,0.120,0.136,Y,35.09,N,Y,A,288,0,08-AUG-12,NA
4GJZ,1,OXIDOREDUCTASE,Y,0.147,0.163,Y,36.48,Y,Y,A,228,0,10-AUG-12,NA
4GMQ,1.3,RIBOSOME-BINDINGPROTEIN,N,0.153,0.188,Y,66.86,N,Y,A,92,0,16-AUG-12,NA
4GMU,1.2,LYASE,Y,0.172,0.196,Y,66.16,N,Y,A,610,0,16-AUG-12,NA
4GNR,1,TRANSPORTPROTEIN,N,0.127,0.147,Y,33.83,N,Y,NA,347,0,17-AUG-12,NA
4GQM,1.3,UNKNOWNFUNCTION,N,0.159,0.173,Y,43.83,N,Y,A,105,0,23-AUG-12,NA
4GS3,1.1,DNABINDINGPROTEIN,N,0.154,NULL,N,80.99,N,Y,A,90,0,27-AUG-12,NA
4GWB,1.2,OXIDOREDUCTASE,N,0.160,0.180,Y,64.73,N,Y,A,163,0,01-SEP-12,NA
4GZC,1.3,ENDOCYTOSISLIPIDBINDINGPROTEIN,N,0.213,0.231,Y,41.52,N,Y,A,132,0,06-SEP-12,NA
4H27,1.3,LYASE,N,0.146,0.168,Y,43.53,N,Y,A,317,0,12-SEP-12,NA
4H4N,1.1,UNKNOWNFUNCTION,N,0.147,0.182,Y,35.02,N,Y,A,62,0,17-SEP-12,NA
4H7W,1.1,UNKNOWNFUNCTION,N,0.133,0.154,Y,129.94,N,Y,A,187,0,21-SEP-12,NA
4H8E,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.175,0.194,N,56.36,N,Y,A,235,0,22-SEP-12,NA
4HCJ,1.1,HYDROLASE,N,0.116,0.127,Y,40.7,N,Y,A,169,0,30-SEP-12,NA
4HCS,1.3,SIGNALINGPROTEIN,N,0.184,0.206,N,65.15,N,Y,A,67,0,01-OCT-12,NA
4HE6,1.1,UNKNOWNFUNCTION,N,0.123,0.163,Y,54.52,N,Y,A,89,0,03-OCT-12,NA
4HGU,0.98,HYDROLASEINHIBITOR,N,0.106,0.129,Y,31.22,N,Y,A,40,0,08-OCT-12,NA
4HIF,0.85,DNA,Y,0.092,0.113,N,0,N,Y,AB,0,12,11-OCT-12,NA
4HIG,0.75,DNA,Y,0.071,0.081,N,0,N,Y,AB,0,12,11-OCT-12,NA
4HM8,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR17-OCT-12,N,0.171,0.194,Y,53.1,N,Y,A,638,0,4HM8,NA
4HNO,0.92,HYDROLASE,N,0.126,0.139,Y,84.01,Y,Y,A,285,0,20-OCT-12,NA
4HP2,0.64,ANTIBIOTIC,N,0.076,NULL,Y,7.49,Y,Y,AB,12,0,23-OCT-12,NA
4HP7,1.1,ANTIBIOTIC,N,NULL,0.216,N,0,N,Y,ABCD,0,0,23-OCT-12,NA
4HUA,1.1,OXIDOREDUCTASE,N,0.160,0.172,Y,31.83,N,Y,A,107,0,02-NOV-12,NA
4HY7,1.2,ISOMERASE/INHIBITOR,N,0.187,0.204,N,54.72,N,Y,A,172,0,13-NOV-12,NA
4HZ8,1.1,HYDROLASE,N,0.136,0.161,N,52.2,N,Y,A,439,0,14-NOV-12,NA
4I1G,1.3,DNA,N,0.209,0.217,N,0,N,Y,A,0,7,20-NOV-12,NA
4I2U,1.3,OXIDOREDUCTASE,N,0.142,0.166,Y,49.54,Y,Y,A,109,0,23-NOV-12,NA
4I5U,1.2,HYDROLASE,N,0.143,0.158,Y,42.83,N,Y,A,358,0,29-NOV-12,NA
4I62,1.1,TRANSPORTPROTEIN,N,0.166,0.179,Y,47.89,N,Y,NA,237,0,29-NOV-12,NA
4I66,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.160,0.198,Y,44.51,N,Y,A,195,0,29-NOV-12,NA
4I71,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.127,0.147,Y,52.47,N,Y,A,325,0,30-NOV-12,NA
4I8H,0.75,HYDROLASE,N,0.102,0.111,Y,65.68,N,Y,A,220,0,03-DEC-12,NA
4I9V,1,DNA,N,0.161,0.182,N,0,N,Y,AB,0,22,05-DEC-12,NA
4IAU,0.99,UNKNOWNFUNCTION,N,0.107,0.129,Y,47.32,N,Y,A,158,0,07-DEC-12,NA
4IGI,1.2,CELLADHESION,N,0.121,0.148,Y,66.85,Y,Y,A,197,0,17-DEC-12,NA
4IHM,1.3,HYDROLASE,N,0.141,0.148,Y,58.01,N,Y,A,323,0,19-DEC-12,NA
4III,1,DNA,N,0.101,0.114,N,0,N,Y,A,0,10,20-DEC-12,NA
4IIL,1.3,MEMBRANEPROTEIN,N,0.122,0.153,Y,47.24,Y,Y,A,314,0,20-DEC-12,NA
4INW,1.1,PHEROMONE-BINDINGPROTEIN,Y,0.161,0.183,Y,45.04,N,Y,A,140,0,07-JAN-13,NA
4IPM,1.1,HYDROLASE,N,0.123,0.155,Y,97.28,Y,Y,A,430,0,10-JAN-13,NA
4ITK,1.2,ELECTRONTRANSPORT,N,0.110,0.147,Y,131.77,N,Y,A,104,0,18-JAN-13,NA
4IUS,1.3,TRANSFERASE,N,0.130,0.156,Y,56.93,N,Y,A,254,0,21-JAN-13,NA
4IVV,1.1,HYDROLASE,N,0.142,0.157,Y,24.77,N,Y,A,174,0,23-JAN-13,NA
4IZX,1.1,SUGARBINDINGPROTEIN,Y,0.109,0.132,Y,108.68,N,Y,A,139,0,30-JAN-13,NA
4J4Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.170,0.181,Y,72.8,Y,Y,A,160,0,07-FEB-13,NA
4JBD,1.3,ISOMERASE,N,0.159,0.184,Y,75.79,Y,Y,A,308,0,19-FEB-13,NA
4JCC,1.1,TRANSPORTPROTEIN,N,0.146,0.169,Y,54.46,Y,Y,NA,284,0,21-FEB-13,NA
4JD8,1.2,DNA,N,0.139,0.162,N,0,N,Y,AB,0,12,24-FEB-13,NA
4JED,1.1,TRANSFERASE,N,0.115,0.131,Y,72.59,Y,Y,A,212,0,26-FEB-13,NA
4JER,1.1,TRANSPORTPROTEIN,N,0.139,0.146,Y,37.94,N,Y,A,181,0,27-FEB-13,NA
4JF5,1.1,HYDROLASE,N,0.141,0.162,Y,45.84,N,Y,A,242,0,27-FEB-13,NA
4JG2,1.3,UNKNOWNFUNCTION,N,0.126,0.163,Y,75.94,N,Y,A,185,0,28-FEB-13,NA
4JGL,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.153,Y,54.62,N,Y,A,145,0,01-MAR-13,NA
4JHT,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR05-MAR-13,Y,NULL,0.166,Y,56.85,N,Y,A,201,0,4JHT,NA
4JIU,1.1,HYDROLASE,N,0.147,0.192,Y,87.65,N,Y,A,105,0,07-MAR-13,NA
4JJ7,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.136,0.157,Y,44.22,N,Y,A,242,0,07-MAR-13,NA
4JJA,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.151,Y,51.3,N,Y,A,341,0,07-MAR-13,NA
4JMP,1.3,TRANSFERASE,N,0.173,0.191,Y,58.68,N,Y,A,226,0,14-MAR-13,NA
4JN7,1.1,LYASE,N,0.136,0.145,Y,57.21,Y,Y,A,395,0,14-MAR-13,NA
4JP6,1,UNKNOWNFUNCTION,N,0.154,0.181,N,129.96,N,Y,A,121,0,19-MAR-13,NA
4JRD,1,RNA,N,0.128,0.158,N,0,N,Y,AB,0,22,21-MAR-13,NA
4JRU,1.2,UNKNOWNFUNCTION,N,0.167,0.184,Y,49.41,N,Y,A,201,0,22-MAR-13,NA
4JZ5,1.1,HYDROLASE,N,0.135,0.143,Y,48.39,Y,Y,A,206,0,02-APR-13,NA
4K0N,1.3,TRANSPORTPROTEIN,N,0.149,0.170,Y,38.68,N,Y,A,234,0,04-APR-13,NA
4K12,1.1,IMMUNESYSTEM/CHOLINEBINDINGPROTEIN,N,0.155,0.170,Y,35.73,N,Y,A,146,0,04-APR-13,NA
4K4O,1.3,ISOMERASE/ISOMERASEINHIBITOR,N,0.179,0.196,Y,68.95,N,Y,A,190,0,12-APR-13,NA
4K7T,1.1,ANTIBIOTIC,Y,0.128,0.149,N,20.42,Y,Y,A,8,0,17-APR-13,NA
4K8G,1.3,METALBINDINGPROTEIN,N,0.141,0.148,Y,49.74,N,Y,NA,386,0,18-APR-13,NA
4K8M,0.87,ELECTRONTRANSPORT,N,NULL,0.155,Y,61.92,N,Y,A,84,0,18-APR-13,NA
4K8Y,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.151,0.170,Y,29.29,N,Y,A,232,0,19-APR-13,NA
4KEF,1.1,ACTINBINDINGPROTEIN,N,0.127,0.144,Y,52.36,Y,Y,A,133,0,25-APR-13,NA
4KQP,0.95,TRANSPORTPROTEIN,N,0.115,0.120,Y,96.34,Y,Y,NA,230,0,15-MAY-13,NA
4KV7,1.2,UNKNOWNFUNCTION,N,0.149,0.163,Y,50.97,N,Y,A,360,0,22-MAY-13,NA
4KWX,1.3,DNA,N,0.174,0.187,N,0,N,Y,ABCDEF,0,60,24-MAY-13,NA
4KXW,0.97,TRANSFERASE,Y,0.099,0.121,Y,229.73,N,Y,A,621,0,28-MAY-13,NA
4L05,1.1,OXIDOREDUCTASE,N,0.114,0.118,Y,82.67,Y,Y,A,154,0,30-MAY-13,NA
4L25,1.1,DNA,N,0.231,0.240,N,0,N,Y,AB,0,24,04-JUN-13,NA
4L4E,1.3,OXIDOREDUCTASE,N,0.191,0.211,Y,68.69,N,Y,A,405,0,07-JUN-13,NA
4L8A,1.2,TRANSFERASE,N,0.130,0.156,Y,73.23,N,Y,A,159,0,16-JUN-13,NA
4LDC,1.3,METALBINDINGPROTEIN,N,0.128,0.144,Y,40.02,Y,Y,A,149,0,24-JUN-13,NA
4LF0,1.1,HYDROLASE,N,0.131,0.137,Y,55.83,N,Y,A,340,0,26-JUN-13,NA
4LJ1,1.2,CELLINVASION,N,0.148,0.166,Y,62.14,N,Y,A,135,0,04-JUL-13,NA
4LLD,1.2,IMMUNESYSTEM,N,0.146,0.170,Y,36.33,N,Y,A,200,0,09-JUL-13,NA
4LTG,1.2,DNA,N,0.090,0.113,N,0,N,Y,A,0,10,23-JUL-13,NA
4LTT,1.3,TOXIN,N,0.181,0.212,Y,37.83,N,Y,A,91,0,23-JUL-13,NA
4LWU,1.1,LIGASE/LIGASEINHIBITOR,N,0.216,0.226,N,31.59,N,Y,A,85,0,28-JUL-13,NA
