PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
3R6D,1.3,LYASEISOMERASE,N,0.15,0.179,Y, 48 ,N,Y,A, 210 , -   ,21-Mar-11,NA
4QA8,1.1,LIPIDTRANSPORT,N,0.165,0.189,Y, 139 ,N,Y,A, 210 , -   ,02-May-14,NA
3IR4,1.2,OXIDOREDUCTASE,N,0.118,0.144,Y, 30 ,N,Y,A, 211 , -   ,21-Aug-09,NA
5M2O,1.3,PROTEINBINDING,Y,0.136,0.154,Y, 39 ,N,Y,A, 211 , -   ,13-Oct-16,NA
5JJ2,1.3,HYDROLASE,N,0.162,0.18,Y, 66 ,N,Y,A, 211 , -   ,22-Apr-16,NA
6EY1,1.2,OXIDOREDUCTASE,N,0.123,0.138,Y, 85 ,N,Y,A, 211 , -   ,10-Nov-17,NA
4WX4,1,HYDROLASE,Y,0.118,0.137,Y, 96 ,N,Y,A, 211 , -   ,13-Nov-14,NA
6GGP,1,TRANSPORTPROTEIN,N,0.138,0.171,Y, 37 ,N,Y,NA, 212 , -   ,03-May-18,NA
3GYL,1.3,HYDROLASE,Y,0.154,0.178,Y, 59 ,N,Y,B, 212 , -   ,03-Apr-09,NA
4JED,1.1,TRANSFERASE,N,0.115,0.131,Y, 73 ,Y,Y,A, 212 , -   ,26-Feb-13,NA
1ES9,1.3,HYDROLASE,N,0.192,0.217,Y, 87 ,N,Y,NA, 212 , -   ,07-Apr-00,NA
2PXX,1.3,TRANSFERASE,N,NULL,0.226,Y, 28 ,N,Y,A, 213 , -   ,14-May-07,NA
6PYM,1.2,HYDROLASE,N,0.159,0.165,N, 35 ,N,Y,A, 213 , -   ,30-Jul-19,NA
5G3Y,1.2,TRANSFERASE,N,0.132,0.15,Y, 53 ,N,Y,A, 213 , -   ,03-May-16,NA
5P9V,1,TRANSFERASE,Y,0.134,0.162,Y, 59 ,N,Y,A, 213 , -   ,19-Oct-16,NA
1SFS,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.102,0.135,Y, 59 ,N,Y,A, 213 , -   ,20-Feb-04,NA
3VQJ,1.2,HYDROLASE,N,0.135,0.17,Y, 39 ,N,Y,A, 214 , -   ,24-Mar-12,NA
4TXR,1,PROTEINTRANSPORT,Y,0.164,0.18,Y, 44 ,Y,Y,B, 214 , -   ,04-Jul-14,NA
5EWO,0.95,VIRALPROTEIN,N,0.132,0.143,Y, 51 ,Y,Y,A, 214 , -   ,20-Nov-15,NA
3BWY,1.3,TRANSFERASE,N,0.126,0.167,Y, 61 ,N,Y,A, 214 , -   ,10-Jan-08,NA
5A0N,1.3,CELLADHESION,N,0.121,0.151,Y, 79 ,N,Y,A, 214 , -   ,21-Apr-15,NA
3I06,1.1,HYDROLASE,N,0.12,0.142,Y, 30 ,N,Y,A, 215 , -   ,24-Jun-09,NA
3DLC,1.1,TRANSFERASE,N,0.121,0.138,Y, 34 ,N,Y,NA, 215 , -   ,27-Jun-08,NA
2P86,1.2,HYDROLASE,N,0.111,0.13,Y, 34 ,N,Y,A, 215 , -   ,21-Mar-07,NA
3EA6,0.92,TOXIN,N,NULL,0.122,Y, 52 ,N,Y,A, 215 , -   ,24-Aug-08,NA
4X6H,1,HYDROLASE,N,0.155,0.166,Y, 56 ,N,Y,A, 215 , -   ,08-Dec-14,NA
5LTR,1.2,FLUORESCENTPROTEIN,N,0.159,0.184,Y, 62 ,N,Y,A, 215 , -   ,07-Sep-16,NA
3W07,1,LYASE,N,0.118,0.139,Y, 77 ,Y,Y,A, 215 , -   ,22-Oct-12,NA
1JG1,1.2,TRANSFERASE,N,0.15,0.2,N, 86 ,N,Y,A, 215 , -   ,22-Jun-01,NA
3E8T,1.3,TRANSPORTPROTEIN,N,0.144,0.182,Y, 45 ,N,Y,A, 216 , -   ,20-Aug-08,NA
3U0L,1.3,FLUORESCENTPROTEIN,N,0.127,0.161,Y, 67 ,N,Y,A, 216 , -   ,28-Sep-11,NA
1K4I,0.98,ISOMERASE,N,NULL,0.196,N, 80 ,N,N,A, 216 , -   ,08-Oct-01,NA
2WNP,1.2,IMMUNESYSTEM,N,0.17839,0.19137,Y, 27 ,N,Y,F, 217 , -   ,16-Jul-09,NA
4Q7U,1.3,FLUORESCENTPROTEIN,N,0.149,0.177,Y, 57 ,N,Y,A, 217 , -   ,25-Apr-14,NA
5AE0,1,HYDROLASE,N,0.128,0.156,Y, 76 ,N,Y,A, 217 , -   ,25-Aug-15,NA
4CRG,1.3,HYDROLASE,N,0.1764,0.1951,Y, 91 ,N,Y,A, 217 , -   ,26-Feb-14,NA
3ESU,1.3,IMMUNESYSTEM,N,0.216,0.236,N, 24 ,N,Y,NA, 218 , -   ,06-Oct-08,NA
5J4U,1.2,TRANSFERASE,N,0.17,0.181,N, 41 ,N,Y,A, 218 , -   ,01-Apr-16,NA
1VD6,1.3,HYDROLASE,N,0.217,0.233,Y, 56 ,N,Y,A, 218 , -   ,18-Mar-04,NA
1W66,1.1,TRANSFERASE,N,0.117,0.146,Y, 84 ,N,Y,A, 218 , -   ,13-Aug-04,NA
2HBW,1.1,HYDROLASE,N,0.126,0.149,Y, 41 ,N,Y,A, 219 , -   ,14-Jun-06,NA
4EX6,1.3,HYDROLASE,N,0.121,0.153,Y, 50 ,N,Y,A, 219 , -   ,30-Apr-12,NA
6I03,1,ISOMERASE,N,0.153,0.175,Y, 65 ,N,Y,A, 219 , -   ,24-Oct-18,NA
5UWZ,1.3,LYASE,N,0.14,0.167,Y, 69 ,N,Y,A, 219 , -   ,21-Feb-17,NA
1HJ8,1,HYDROLASE,N,0.1186,0.1491,Y, 78 ,Y,Y,A, 219 , -   ,09-Jan-01,NA
2XU3,0.9,HYDROLASE,N,0.14248,0.15473,Y, 35 ,Y,Y,A, 220 , -   ,14-Oct-10,NA
5NAT,1.2,HYDROLASE,Y,NULL,NULL,Y, 35 ,N,Y,A, 220 , -   ,28-Feb-17,NA
4YYU,1.2,HYDROLASE,N,0.14,0.157,Y, 42 ,N,Y,A, 220 , -   ,24-Mar-15,NA
1S83,1.3,HYDROLASE,Y,0.163,0.178,Y, 51 ,Y,Y,A, 220 , -   ,30-Jan-04,NA
4I8H,0.75,HYDROLASE,N,0.102,0.111,Y, 66 ,N,Y,A, 220 , -   ,03-Dec-12,NA
4PSC,1.1,HYDROLASE,N,0.147,0.167,Y, 69 ,Y,Y,A, 220 , -   ,07-Mar-14,NA
6H40,1.1,TRANSFERASE,N,0.109,0.12,Y, 107 ,Y,Y,A, 220 , -   ,20-Jul-18,NA
4XE2,1.2,CHAPERONE,Y,0.186,0.21,Y, 34 ,N,Y,A, 221 , -   ,22-Dec-14,NA
1A7S,1.1,SERINEPROTEASEHOMOLOG,N,NULL,0.189,Y, 61 ,N,Y,A, 221 , -   ,17-Mar-98,NA
2J82,1.3,HYDROLASE,N,0.165,0.204,Y, 91 ,N,Y,A, 221 , -   ,18-Oct-06,NA
2QXI,1,HYDROLASE,Y,0.141,0.159,Y, 104 ,N,Y,A, 221 , -   ,11-Aug-07,NA
5TP0,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.119,0.137,Y, 128 ,N,Y,A, 221 , -   ,19-Oct-16,NA
5KWM,0.78,HYDROLASE,N,0.129,0.137,Y, 26 ,Y,Y,A, 222 , -   ,18-Jul-16,NA
2AHN,1.3,ALLERGEN,N,0.117,0.146,Y, 52 ,N,Y,A, 222 , -   ,28-Jul-05,NA
2A6Z,1,SUGARBINDINGPROTEIN,N,0.13,0.163,Y, 66 ,N,Y,A, 222 , -   ,04-Jul-05,NA
2NLR,1.2,HYDROLASE,Y,0.112,0.142,Y, 68 ,Y,Y,A, 222 , -   ,02-Nov-98,NA
6EIO,0.84,ANTIFREEZEPROTEIN,N,0.116,0.128,Y, 97 ,Y,Y,A, 222 , -   ,19-Sep-17,NA
1UAI,1.2,LYASE,N,0.17,0.19,N, 27 ,N,Y,A, 223 , -   ,11-Mar-03,NA
1VK1,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.166,0.175,Y, 37 ,N,Y,A, 223 , -   ,13-Apr-04,NA
3FCI,1.3,HYDROLASE,Y,0.176,0.207,Y, 38 ,N,Y,A, 223 , -   ,21-Nov-08,NA
1OLR,1.2,HYDROLASE,N,0.135,0.151,Y, 40 ,Y,Y,A, 223 , -   ,11-Aug-03,NA
5B5H,1,ANTIFREEZEPROTEIN,N,0.121,0.136,Y, 124 ,N,Y,A, 223 , -   ,06-May-16,NA
3ORU,1.1,METALBINDINGPROTEIN,N,0.127,0.147,Y, 39 ,N,Y,A, 224 , -   ,07-Sep-10,NA
3NE8,1.2,HYDROLASE,N,0.161,0.174,Y, 59 ,N,Y,A, 224 , -   ,08-Jun-10,NA
1BYI,0.97,LIGASE,N,NULL,NULL,Y, 60 ,N,Y,A, 224 , -   ,15-Oct-98,NA
1PQ7,0.8,HYDROLASE,N,0.109,NULL,Y, 73 ,Y,Y,A, 224 , -   ,18-Jun-03,NA
3F1P,1.2,TRANSCRIPTION,N,0.141,0.167,Y, 70 ,Y,Y,A, 225 , -   ,28-Oct-08,NA
1MUN,1.2,DNAREPAIR,N,NULL,0.169,Y, 137 ,N,N,A, 225 , -   ,26-Aug-98,NA
3D3B,1.3,TRANSCRIPTION,N,0.175,0.204,Y, 37 ,N,Y,A, 226 , -   ,09-May-08,NA
4JMP,1.3,TRANSFERASE,N,0.173,0.191,Y, 59 ,N,Y,A, 226 , -   ,14-Mar-13,NA
5J4L,1.1,HYDROLASE,N,0.125,0.145,Y, 67 ,Y,Y,A, 226 , -   ,01-Apr-16,NA
3ZUD,1.3,HYDROLASE,N,0.156,0.179,Y, 33 ,N,Y,A, 227 , -   ,18-Jul-11,NA
3K6Y,1.3,HYDROLASE,N,0.166,0.199,N, 46 ,N,Y,A, 227 , -   ,10-Oct-09,NA
5YC6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.198,0.228,N, 50 ,N,Y,U, 227 , -   ,06-Sep-17,NA
6JGJ,0.78,FLUORESCENTPROTEIN,N,NULL,0.125,Y, 54 ,Y,Y,A, 227 , -   ,14-Feb-19,NA
2CWS,1,LYASE,N,0.11,0.17,Y, 54 ,N,Y,A, 227 , -   ,25-Jun-05,NA
4WQD,1.2,OXIDOREDUCTASE,N,0.153,0.183,Y, 59 ,N,Y,A, 227 , -   ,21-Oct-14,NA
6BHD,1.3,TRANSFERASE,N,0.149,0.183,Y, 107 ,N,Y,A, 227 , -   ,30-Oct-17,NA
6HER,1.2,PROTEINBINDING,Y,0.17,0.195,Y, 136 ,N,Y,A, 227 , -   ,20-Aug-18,NA
4GJZ,1,OXIDOREDUCTASE,Y,0.147,0.163,Y, 36 ,Y,Y,A, 228 , -   ,10-Aug-12,NA
3NED,0.95,FLUORESCENTPROTEIN,N,0.135,0.157,Y, 38 ,N,Y,A, 228 , -   ,08-Jun-10,NA
4WPK,0.98,HYDROLASE,N,0.137,0.154,Y, 49 ,N,Y,A, 228 , -   ,20-Oct-14,NA
4Q68,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.112,0.138,Y, 63 ,N,Y,A, 228 , -   ,21-Apr-14,NA
3WP4,1.3,HYDROLASE,N,0.141,0.166,N, 64 ,N,Y,A, 228 , -   ,09-Jan-14,NA
5ZIM,1.3,PROTONTRANSPORT,N,NULL,0.148,Y, 65 ,N,Y,A, 228 , -   ,16-Mar-18,NA
2G2S,1.2,LUMINESCENTPROTEIN,N,NULL,0.174,Y, 75 ,N,Y,A, 228 , -   ,16-Feb-06,NA
3E5T,1.1,FLUORESCENTPROTEIN,N,0.131,0.168,Y, 116 ,N,Y,A, 228 , -   ,14-Aug-08,NA
4D1T,1.3,HYDROLASE,N,0.1315,0.1483,Y, 41 ,Y,Y,A, 229 , -   ,05-May-14,NA
4ASL,1.2,CELLADHESION,Y,0.119,0.155,Y, 56 ,N,Y,A, 229 , -   ,02-May-12,NA
6T2T,1.3,TRANSFERASE,N,0.157,0.164,Y, 61 ,N,Y,A, 229 , -   ,09-Oct-19,NA
4RXV,1.1,STRUCTURALGENOMICS,N,0.125,0.139,Y, 75 ,Y,Y,A, 229 , -   ,UNKNOWNFUNCTION,NA
4OY3,1.2,HYDROLASE,N,0.13,0.145,Y, 51 ,N,Y,A, 230 , -   ,10-Feb-14,NA
4KQP,0.95,TRANSPORTPROTEIN,N,0.115,0.12,Y, 96 ,Y,Y,NA, 230 , -   ,15-May-13,NA
5LY8,1.3,SUGARBINDINGPROTEIN,N,0.184,0.198,Y, 148 ,N,Y,A, 230 , -   ,26-Sep-16,NA
1ATG,1.2,BINDINGPROTEIN,N,NULL,0.183,Y, 37 ,N,Y,A, 231 , -   ,14-Aug-97,NA
5NAI,1.1,HYDROLASE,Y,0.131,0.141,Y, 69 ,N,Y,A, 231 , -   ,28-Feb-17,NA
3UF7,1.2,HYDROLASE,N,0.14,0.156,Y, 87 ,N,Y,A, 231 , -   ,31-Oct-11,NA
4K8Y,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.151,0.17,Y, 29 ,N,Y,A, 232 , -   ,19-Apr-13,NA
1MQK,1.3,IMMUNESYSTEM,N,0.136,0.196,Y, 56 ,N,Y,L, 232 , -   ,16-Sep-02,NA
5FSV,1.2,HYDROLASE,N,0.14465,0.15993,Y, 64 ,N,Y,A, 232 , -   ,08-Jan-16,NA
5LSV,1.1,METALBINDINGPROTEIN,N,0.102,0.125,Y, 101 ,N,Y,A, 232 , -   ,05-Sep-16,NA
2AGK,1.3,ISOMERASE,N,NULL,0.216,Y, 45 ,N,Y,NA, 233 , -   ,27-Jul-05,NA
1K7C,1.1,HYDROLASE,N,0.11,0.134,Y, 52 ,N,Y,A, 233 , -   ,19-Oct-01,NA
5T39,1.1,TRANSFERASE,N,0.138,0.154,Y, 94 ,Y,Y,A, 233 , -   ,25-Aug-16,NA
1QWY,1.3,HYDROLASE,N,0.164,0.181,N, 33 ,N,Y,A, 234 , -   ,03-Sep-03,NA
4K0N,1.3,TRANSPORTPROTEIN,N,0.149,0.17,Y, 39 ,N,Y,A, 234 , -   ,04-Apr-13,NA
4QYO,1.2,IMMUNESYSTEM,Y,0.152,0.17,Y, 58 ,Y,Y,A, 234 , -   ,24-Jul-14,NA
5ACH,1.3,OXIDOREDUCTASE,N,0.119,0.147,Y, 84 ,N,Y,A, 234 , -   ,17-Aug-15,NA
2JFR,0.83,HYDROLASE,N,0.096,0.124,Y, 91 ,N,Y,A, 234 , -   ,04-Feb-07,NA
4H8E,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.175,0.194,N, 56 ,N,Y,A, 235 , -   ,22-Sep-12,NA
2R31,1,CHAPERONE,N,NULL,0.143,Y, 57 ,N,Y,A, 236 , -   ,28-Aug-07,NA
6FT2,1.3,TRANSPORTPROTEIN,Y,0.181,0.202,Y, 96 ,N,Y,A, 236 , -   ,20-Feb-18,NA
1FCY,1.3,GENEREGULATION,N,0.134,0.164,Y, 106 ,N,Y,A, 236 , -   ,19-Jul-00,NA
2HYK,1.3,HYDROLASE,N,0.144,0.162,Y, 19 ,N,Y,A, 237 , -   ,07-Aug-06,NA
4I62,1.1,TRANSPORTPROTEIN,N,0.166,0.179,Y, 48 ,N,Y,NA, 237 , -   ,29-Nov-12,NA
6IIY,1.3,OXIDOREDUCTASE,N,0.163,0.182,Y, 55 ,N,Y,A, 237 , -   ,08-Oct-18,NA
2EKP,1.1,OXIDOREDUCTASE,N,0.168,0.169,N, 34 ,N,Y,A, 238 , -   ,23-Mar-07,NA
4MF5,1.1,TRANSFERASE,N,0.114,0.127,Y, 98 ,Y,Y,A, 238 , -   ,27-Aug-13,NA
5I32,1.2,MEMBRANEPROTEIN,N,0.104,0.115,Y, 129 ,Y,Y,A, 238 , -   ,09-Feb-16,NA
3M3P,1.3,TRANSFERASE,N,0.125,0.155,Y, 41 ,N,Y,A, 239 , -   ,09-Mar-10,NA
2YLN,1.1,TRANSPORTPROTEIN,N,0.11087,0.14176,Y, 38 ,N,Y,NA, 240 , -   ,03-Jun-11,NA
5AVD,0.86,ISOMERASE,N,0.129,0.14,Y, 60 ,N,Y,A, 240 , -   ,15-Jun-15,NA
3IQU,1.1,PROTEINBINDINGSIGNALINGPROTEIN,Y,0.13,0.151,Y, 63 ,N,Y,A, 240 , -   ,21-Aug-09,NA
6GUX,1.3,PROTONTRANSPORT,N,0.141,0.172,Y, 79 ,Y,Y,A, 240 , -   ,19-Jun-18,NA
3FRH,1.2,TRANSFERASE,N,0.139,0.159,Y, 31 ,N,Y,A, 241 , -   ,08-Jan-09,NA
6Y1J,1.1,PEPTIDEBINDINGPROTEIN,Y,0.17,0.183,Y, 57 ,Y,Y,A, 241 , -   ,12-Feb-20,NA
3NCL,1.2,HYDROLASE,N,0.134,0.156,Y, 71 ,Y,Y,A, 241 , -   ,04-Jun-10,NA
5AOU,1.1,LYASE,N,NULL,0.219,Y, 103 ,N,Y,A, 241 , -   ,11-Sep-15,NA
4JJ7,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.136,0.157,Y, 44 ,N,Y,A, 242 , -   ,07-Mar-13,NA
4JF5,1.1,HYDROLASE,N,0.141,0.162,Y, 46 ,N,Y,A, 242 , -   ,27-Feb-13,NA
4OH0,1.3,HYDROLASE,N,0.151,0.18,Y, 51 ,N,Y,A, 242 , -   ,16-Jan-14,NA
4X2R,1.1,ISOMERASE,N,0.123,0.141,Y, 72 ,N,Y,NA, 243 , -   ,26-Nov-14,NA
3I94,1,OXIDOREDUCTASE,Y,NULL,0.148,Y, 75 ,Y,Y,A, 243 , -   ,10-Jul-09,NA
6H26,1.3,ISOMERASE,N,0.153,0.187,Y, 110 ,Y,Y,A, 243 , -   ,13-Jul-18,NA
3BWH,1,TRANSLATION,N,0.172,0.179,N, 24 ,N,Y,A, 244 , -   ,09-Jan-08,NA
2J32,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.194,0.202,Y, 44 ,N,Y,A, 244 , -   ,17-Aug-06,NA
1YMT,1.2,TRANSCRIPTION,N,0.197,0.214,Y, 50 ,N,Y,A, 245 , -   ,21-Jan-05,NA
1QTN,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.166,0.188,Y, 90 ,N,N,A, 245 , -   ,28-Jun-99,NA
2I5V,1.1,DENOVOPROTEIN,N,0.156,0.171,Y, 25 ,N,Y,O, 246 , -   ,25-Aug-06,NA
5GQI,1.3,VIRALPROTEIN,N,0.144,0.169,Y, 34 ,N,Y,A, 246 , -   ,07-Aug-16,NA
5Z37,1.3,HYDROLASE,N,0.157,0.179,Y, 68 ,N,Y,A, 246 , -   ,05-Jan-18,NA
5UGG,1.2,HYDROLASE/INHIBITOR,N,0.165,0.176,Y, 73 ,N,Y,A, 246 , -   ,08-Jan-17,NA
1E+58,1.3,ISOMERASE,N,0.121,0.168,Y, 79 ,N,Y,A, 246 , -   ,19-Jul-00,NA
4UAV,1.3,HYDROLASE,N,0.138,0.172,Y, 83 ,N,Y,NA, 246 , -   ,11-Aug-14,NA
3RM3,1.2,HYDROLASE,N,0.136,0.158,Y, 99 ,N,Y,A, 246 , -   ,20-Apr-11,NA
5O2X,0.95,OXIDOREDUCTASE,N,0.116,0.127,Y, 30 ,N,Y,A, 247 , -   ,23-May-17,NA
4X7G,1.2,OXIDOREDUCTASE,N,0.178,0.197,Y, 73 ,N,Y,A, 248 , -   ,09-Dec-14,NA
2VCN,1.2,OXIDOREDUCTASE,N,0.213,0.23,Y, 29 ,N,Y,A, 249 , -   ,25-Sep-07,NA
1QXY,1,HYDROLASE,N,0.144,0.165,Y, 36 ,N,Y,A, 249 , -   ,09-Sep-03,NA
2VXN,0.82,ISOMERASE,Y,0.092,0.103,Y, 80 ,N,Y,A, 249 , -   ,08-Jul-08,NA
4PF3,1.1,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,N,0.155,0.177,Y, 148 ,N,Y,A, 249 , -   ,28-Apr-14,NA
6DQH,1.1,HYDROLASE,N,0.179,0.196,Y, 52 ,Y,Y,A, 250 , -   ,11-Jun-18,NA
1ZK4,1,OXIDOREDUCTASE,N,0.159,0.176,Y, 35 ,N,Y,A, 251 , -   ,02-May-05,NA
6NXY,1.1,ISOMERASE,N,0.166,0.171,Y, 38 ,N,Y,A, 251 , -   ,10-Feb-19,NA
4O4V,1.2,ISOMERASE,N,0.146,0.156,Y, 44 ,Y,Y,A, 251 , -   ,19-Dec-13,NA
2F69,1.3,TRANSFERASE,Y,0.15,0.174,Y, 54 ,N,Y,NA, 251 , -   ,28-Nov-05,NA
5C5G,1.2,HYDROLASE,N,0.15,0.166,N, 69 ,Y,Y,A, 251 , -   ,19-Jun-15,NA
5ZHZ,1.2,DNABINDINGPROTEIN,N,0.14,0.159,N, 41 ,N,Y,A, 252 , -   ,13-Mar-18,NA
6QHJ,1.3,SIGNALINGPROTEIN,N,0.125,0.141,Y, 60 ,Y,Y,A, 252 , -   ,16-Jan-19,NA
1KYF,1.2,ENDOCYTOSIS/EXOCYTOSIS,Y,0.154,0.211,N, 110 ,Y,Y,A, 252 , -   ,04-Feb-02,NA
1XQO,1,LYASE,N,0.159,0.183,Y, 39 ,N,Y,A, 253 , -   ,13-Oct-04,NA
4N13,1.3,TRANSPORTPROTEIN,N,0.138,0.161,Y, 43 ,Y,Y,NA, 253 , -   ,03-Oct-13,NA
2DKO,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,NULL,0.175,Y, 71 ,N,Y,A, 253 , -   ,12-Apr-06,NA
4MKN,1.1,ISOMERASE,N,0.161,0.177,Y, 71 ,N,Y,A, 253 , -   ,05-Sep-13,NA
5BYK,1.3,TRANSFERASE,N,0.152,0.171,Y, 74 ,N,Y,A, 253 , -   ,10-Jun-15,NA
5LS7,1.2,LYASE,Y,0.115,0.137,Y, 96 ,N,Y,A, 253 , -   ,22-Aug-16,NA
3QJA,1.3,LYASE,N,0.164,0.181,Y, 34 ,N,Y,A, 254 , -   ,28-Jan-11,NA
3B0T,1.3,GENEREGULATION,Y,0.18,0.199,Y, 35 ,N,Y,A, 254 , -   ,14-Jun-11,NA
4D8B,1.1,HYDROLASE,N,0.145,0.16,Y, 35 ,Y,Y,A, 254 , -   ,10-Jan-12,NA
3AJD,1.3,TRANSFERASE,N,0.168,0.185,Y, 39 ,N,Y,A, 254 , -   ,01-Jun-10,NA
5AFY,1.1,BLOODCLOTTING,Y,0.123,0.138,Y, 50 ,Y,Y,H, 254 , -   ,27-Jan-15,NA
1WCW,1.3,LYASE,N,0.188,0.216,N, 54 ,N,Y,A, 254 , -   ,06-May-04,NA
5JQN,1.2,HYDROLASE,N,0.175,0.183,Y, 55 ,N,Y,A, 254 , -   ,05-May-16,NA
4IUS,1.3,TRANSFERASE,N,0.13,0.156,Y, 57 ,N,Y,A, 254 , -   ,21-Jan-13,NA
3DHA,0.95,HYDROLASE,N,0.133,0.169,Y, 113 ,N,Y,A, 254 , -   ,17-Jun-08,NA
3UP3,1.3,STEROIDBINDINGPROTEIN/TRANSCRIPTION,N,0.167,0.18,N, 34 ,N,Y,A, 255 , -   ,17-Nov-11,NA
3N0R,1.3,SIGNALINGPROTEIN,N,0.154,0.173,Y, 56 ,N,Y,A, 255 , -   ,14-May-10,NA
4ATE,1.1,HYDROLASE,N,0.125,0.152,Y, 35 ,N,Y,A, 256 , -   ,06-May-12,NA
3EWY,1.1,LYASE,N,0.134,0.152,Y, 51 ,N,Y,A, 256 , -   ,16-Oct-08,NA
6GEH,1.1,METALTRANSPORT,N,0.146,0.174,Y, 60 ,Y,Y,A, 256 , -   ,26-Apr-18,NA
6H0M,1.3,OXIDOREDUCTASE,Y,0.127,0.147,Y, 43 ,Y,Y,A, 257 , -   ,10-Jul-18,NA
4CXP,1.2,HYDROLASE,N,0.11947,0.13444,Y, 66 ,N,Y,A, 257 , -   ,08-Apr-14,NA
4CNX,1.2,LYASE,N,0.112,0.147,Y, 98 ,N,Y,A, 257 , -   ,25-Jan-14,NA
5EQ7,1.2,BIOSYNTHETICPROTEIN,N,0.111,0.14,Y, 143 ,N,Y,A, 257 , -   ,12-Nov-15,NA
3UJC,1.2,TRANSFERASE,N,0.146,0.167,Y, 52 ,N,Y,A, 258 , -   ,07-Nov-11,NA
2XJP,0.95,CELLADHESION,N,0.10553,0.12236,Y, 54 ,Y,Y,A, 258 , -   ,06-Jul-10,NA
4CFI,1.3,STRUCTURALPROTEIN,N,0.13774,0.16461,Y, 55 ,N,Y,A, 258 , -   ,18-Nov-13,NA
3PX8,1.3,HYDROLASE/INHIBITOR,Y,0.208,0.233,N, 55 ,N,Y,X, 258 , -   ,09-Dec-10,NA
2F91,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.139,0.182,Y, 59 ,Y,Y,A, 258 , -   ,05-Dec-05,NA
3RKG,1.3,METALTRANSPORT,N,0.17,0.204,Y, 94 ,N,Y,A, 258 , -   ,18-Apr-11,NA
1OAA,1.3,OXIDOREDUCTASE,Y,0.2,0.222,Y, 89 ,N,N,A, 259 , -   ,25-Aug-97,NA
6K4X,1.2,HYDROLASE,Y,0.13,0.151,Y, 38 ,N,Y,A, 260 , -   ,27-May-19,NA
4ZJU,1.2,OXIDOREDUCTASE,N,0.125,0.142,Y, 47 ,N,Y,A, 260 , -   ,29-Apr-15,NA
3OIG,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR19-AUG-10,N,0.167,0.185,N, 52 ,N,Y,A, 260 , -   ,3OIG,NA
3LEZ,1.3,HYDROLASE,N,0.155,0.174,Y, 67 ,N,Y,A, 260 , -   ,15-Jan-10,NA
3G91,1.2,HYDROLASE,N,NULL,0.172,Y, 73 ,N,Y,A, 260 , -   ,12-Feb-09,NA
5B4T,1.2,OXIDOREDUCTASE,N,0.158,0.173,Y, 97 ,N,Y,A, 260 , -   ,19-Apr-16,NA
2ZQ7,0.94,HYDROLASE,N,0.136,0.147,Y, 30 ,N,Y,A, 261 , -   ,07-Aug-08,NA
5IHV,1.1,HYDROLASE,N,0.137,0.167,Y, 38 ,N,Y,A, 261 , -   ,29-Feb-16,NA
2X9Z,1.3,CELLADHESION,N,0.152,0.178,Y, 47 ,N,Y,A, 261 , -   ,25-Mar-10,NA
6AID,1.3,HYDROLASE,N,0.135,0.165,N, 61 ,N,Y,A, 261 , -   ,22-Aug-18,NA
2Z4U,1.1,HYDROLASE,N,0.139,0.146,Y, 66 ,N,Y,A, 261 , -   ,26-Jun-07,NA
2RBK,1,UNKNOWNFUNCTION,N,0.123,0.148,Y, 66 ,N,Y,A, 261 , -   ,19-Sep-07,NA
5G5C,1.2,STRUCTURALPROTEIN,N,0.179,0.192,Y, 87 ,N,Y,A, 261 , -   ,23-May-16,NA
6GHT,1.1,TRANSPORTPROTEIN,Y,0.161,0.187,Y, 134 ,N,Y,A, 261 , -   ,09-May-18,NA
6QW8,1.1,ANTIMICROBIALPROTEIN,Y,0.116,0.131,Y, 160 ,Y,Y,A, 261 , -   ,05-Mar-19,NA
1XDN,1.2,LIGASE,N,0.129,0.148,Y, 33 ,N,Y,A, 262 , -   ,07-Sep-04,NA
5ZRQ,1.1,HYDROLASE,N,0.122,0.142,Y, 39 ,N,Y,A, 262 , -   ,25-Apr-18,NA
4UQX,1.2,PROTEINTRANSPORT,N,0.151,0.158,Y, 68 ,Y,Y,A, 262 , -   ,25-Jun-14,NA
4YAP,1.1,TRANSFERASE,N,0.169,0.182,Y, 84 ,Y,Y,A, 262 , -   ,17-Feb-15,NA
1ARB,1.2,HYDROLASE(SERINEPROTEASE),N,0.149,NULL,N, 33 ,N,N,A, 263 , -   ,15-Apr-93,NA
