PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
1NH0,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.131,0.165,Y,AB,204,18-DEC-02,NA
1NKD,1.1,TRANSCRIPTIONREGULATION,N,0.101,0.134,Y,A,59,23-SEP-97,NA
1NKI,0.95,TRANSFERASE,N,0.148,0.176,Y,AB,268,03-JAN-03,NA
1NNF,1.1,METALBINDINGPROTEIN,N,0.159,0.180,Y,A,308,13-JAN-03,NA
1NOT,1.2,CONOTOXIN,N,0.178,0.222,N,A,13,02-MAY-96,NA
1NPI,1.2,TOXIN,N,0.103,0.159,Y,A,61,17-JAN-03,NA
1NQJ,1,HYDROLASE,N,0.142,0.168,Y,AB,213,21-JAN-03,NA
1NUY,1.3,HYDROLASE,Y,0.158,0.206,Y,A,328,01-FEB-03,NA
1NWW,1.2,HYDROLASE,N,0.148,0.175,Y,AB,291,07-FEB-03,NA
1NWZ,0.82,SIGNALINGPROTEIN,N,0.123,0.144,Y,A,125,07-FEB-03,NA
1NXM,1.3,ISOMERASE,N,0.145,0.174,Y,AB,388,11-FEB-03,NA
1NZ0,1.2,HYDROLASE,N,0.163,0.217,Y,ACBD,433,14-FEB-03,NA
1O0K,1.2,DNA,Y,0.163,0.206,Y,ABCD,24,22-FEB-03,NA
1O2D,1.3,OXIDOREDUCTASE,N,0.139,0.170,Y,AB,697,27-FEB-03,NA
1O55,1,DNA,N,0.144,NULL,Y,AB,2,20-AUG-03,NA
1O56,0.9,DNA,N,0.109,NULL,N,AB,2,20-AUG-03,NA
1O5X,1.1,ISOMERASE,Y,0.133,0.171,Y,AB,492,06-OCT-03,NA
1O7I,1.2,DNABINDINGPROTEIN,N,0.193,0.219,Y,AB,229,05-NOV-02,NA
1O7J,1,HYDROLASE,N,0.110,0.128,Y,ABCD,1300,07-NOV-02,NA
1O7Q,1.3,TRANSFERASE,N,0.1155,0.1543,N,NA,574,12-NOV-02,NA
1O8B,1.3,ISOMERASE,N,0.224,0.240,Y,AB,369,26-NOV-02,NA
1O8X,1.3,ELECTRONTRANSPORT,N,0.177,0.209,Y,A,144,09-DEC-02,NA
1OA0,1.3,HYBRIDCLUSTERPROTEIN,N,0.134,0.150,Y,AB,1088,23-DEC-02,NA
1OAA,1.3,OXIDOREDUCTASE,Y,0.200,0.222,N,A,259,25-AUG-97,NA
1OAI,1,NUCLEARTRANSPORT,Y,NULL,0.159,Y,A,68,14-JAN-03,NA
1OB4,0.95,ANTIBIOTIC,N,0.087,0.112,Y,A,5,24-JAN-03,NA
1OB6,0.89,ANTIBIOTIC,N,0.075,0.079,Y,AB,10,24-JAN-03,NA
1OB7,0.89,ANTIBIOTIC,N,0.072,0.077,Y,A,5,24-JAN-03,NA
1OBO,1.2,ELECTRONTRANSFER,N,0.186,0.202,Y,AB,338,31-JAN-03,NA
1OC7,1.1,HYDROLASE,N,0.106,0.124,Y,A,364,06-FEB-03,NA
1OCJ,1.3,HYDROLASE,N,0.146,0.174,Y,A,360,07-FEB-03,NA
1OD3,1,HYDROLASE,N,0.132,0.149,Y,A,132,12-FEB-03,NA
1ODM,1.1,OXIDOREDUCTASE,N,0.143,0.152,Y,A,329,19-FEB-03,NA
1ODV,1.1,SIGNALLING,N,0.147,0.177,Y,AB,200,14-MAR-03,NA
1OE1,1,REDUCTASE,N,0.118,0.142,N,A,335,18-MAR-03,NA
1OE2,1.1,REDUCTASE,N,0.120,0.179,N,A,334,18-MAR-03,NA
1OEW,0.9,HYDROLASE,N,NULL,0.147,Y,A,328,31-MAR-03,NA
1OH0,1.1,ISOMERASE,Y,0.216,0.220,Y,AB,253,21-MAY-03,NA
1OI7,1.2,SYNTHETASE,N,0.178,0.196,Y,A,270,10-JUN-03,NA
1OK0,0.93,INHIBITOR,N,0.103,0.130,Y,A,74,16-JUL-03,NA
1OLR,1.2,HYDROLASE,N,0.135,0.151,Y,A,223,11-AUG-03,NA
1OMK,1.3,DNA,N,0.167,NULL,Y,AB,10,25-FEB-03,NA
1OOH,1.3,TRANSPORTPROTEIN,Y,0.163,0.185,N,AB,252,03-MAR-03,NA
1OQV,1.3,CELLADHESION,N,0.117,0.174,Y,ABC,513,11-MAR-03,NA
1OT6,0.95,SIGNALINGPROTEIN,N,0.144,0.161,Y,A,125,21-MAR-03,NA
1OTD,1.3,SIGNALINGPROTEIN,N,0.171,0.215,Y,AB,210,21-MAR-03,NA
1OX0,1.3,TRANSFERASE,N,0.138,0.160,Y,A,414,31-MAR-03,NA
1OXD,1.1,LUMINESCENTPROTEIN,N,0.214,0.227,N,A,226,02-APR-03,NA
1OZU,1.3,OXIDOREDUCTASE,N,0.178,0.193,Y,AB,275,09-APR-03,NA
1P1X,0.99,LYASE,N,0.144,0.165,Y,AB,501,14-APR-03,NA
1P5F,1.1,UNKNOWNFUNCTION,N,0.139,0.161,Y,A,186,26-APR-03,NA
1P6O,1.1,HYDROLASE,N,0.112,0.152,Y,AB,317,29-APR-03,NA
1P79,1.1,RNA,N,0.127,0.136,Y,A,5,30-APR-03,NA
1P9G,0.84,ANTIFUNGALPROTEIN,N,0.068,0.079,Y,A,40,12-MAY-03,NA
1P9I,1.2,UNKNOWNFUNCTION,N,0.179,0.217,Y,A,29,12-MAY-03,NA
1PEN,1.1,NEUROTOXIN,N,0.127,0.152,N,A,16,29-JAN-96,NA
1PFE,1.1,DNA/ANTIBIOTIC,Y,0.146,0.168,Y,A,10,26-MAY-03,NA
1PI3,1.2,LYASE,N,NULL,0.136,Y,A,523,29-MAY-03,NA
1PJG,1.1,DNA-RNAHYBRID,N,NULL,0.163,Y,A,20,02-JUN-03,NA
1PJO,1.1,DNA-RNAHYBRID,N,0.117,0.156,Y,A,20,03-JUN-03,NA
1PJX,0.85,HYDROLASE,N,0.111,0.128,Y,A,314,04-JUN-03,NA
1PM1,1.1,BLOODCLOTTINGINHIBITOR,N,0.155,0.177,Y,X,180,09-JUN-03,NA
1PMH,1.1,HYDROLASE,N,0.143,0.173,Y,X,181,11-JUN-03,NA
1PQ7,0.8,HYDROLASE,N,0.109,NULL,Y,A,224,18-JUN-03,NA
1PQH,1.3,LYASE,N,0.153,0.166,Y,AB,232,18-JUN-03,NA
1PSR,1.1,EF-HANDPROTEIN,N,0.109,0.141,Y,AB,200,27-NOV-97,NA
1PWA,1.3,HORMONE/GROWTHFACTOR,N,0.181,0.195,Y,A,123,01-JUL-03,NA
1PWF,1.2,DNA,N,NULL,0.188,Y,AB,16,01-JUL-03,NA
1PYZ,1.3,METALBINDINGPROTEIN,N,NULL,0.188,Y,AB,18,09-JUL-03,NA
1Q0E,1.1,OXIDOREDUCTASEMETALBINDINGPROTEIN,N,0.131,0.166,Y,AB,302,16-JUL-03,NA
1Q35,1.2,METALBINDINGPROTEIN,N,0.172,0.195,Y,A,317,28-JUL-03,NA
1Q6O,1.2,LYASE,N,0.142,0.161,Y,AB,428,13-AUG-03,NA
1Q6Z,1,LYASE,N,0.122,0.140,Y,A,524,14-AUG-03,NA
1Q9A,1,RNA,N,0.148,0.177,Y,A,27,22-AUG-03,NA
1QAU,1.3,OXIDOREDUCTASE,N,0.239,0.255,N,A,112,29-MAR-99,NA
1QCU,1.2,RNA,N,0.117,0.150,Y,AD,44,14-MAY-99,NA
1QD8,1,ANTIBIOTIC,Y,NULL,0.131,N,AB,2,15-JUL-99,NA
1QDD,1.3,METALBINDINGPROTEIN,N,0.132,0.159,N,A,144,20-MAY-99,NA
1QFI,0.91,ANTIBIOTIC,N,0.065,NULL,Y,ABC,9,12-APR-99,NA
1QFT,1.3,LIGANDBINDINGPROTEIN,N,0.184,NULL,N,NA,345,14-APR-99,NA
1QKS,1.3,OXIDOREDUCTASE,N,0.185,0.200,N,AB,1118,05-AUG-99,NA
1QL0,1.1,HYDROLASE,N,NULL,0.147,Y,AB,482,18-AUG-99,NA
1QLW,1.1,HYDROLASE(CARBOXYLICESTERASE),N,NULL,0.158,Y,AB,635,17-SEP-99,NA
1QOW,1.1,ANTIBIOTIC,N,0.141,NULL,Y,ABCDEF,84,19-NOV-99,NA
1QQ4,1.2,HYDROLASE,N,0.174,0.174,N,A,198,10-JUN-99,NA
1QTN,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.166,0.188,N,A,245,28-JUN-99,NA
1QTW,1,HYDROLASE,N,0.124,0.148,N,A,285,29-JUN-99,NA
1QU9,1.2,STRUCTURALGENOMICS,N,NULL,NULL,Y,ABC,378,07-JUL-99,NA
1QV1,1.1,LUMINESCENTPROTEIN,N,0.133,0.158,N,A,187,26-AUG-03,NA
1QW9,1.2,HYDROLASE,N,0.173,0.179,Y,AB,994,01-SEP-03,NA
1QWY,1.3,HYDROLASE,N,0.164,0.181,Y,A,234,03-SEP-03,NA
1QX1,1.3,HYDROLASE,Y,0.170,0.189,Y,A,1014,04-SEP-03,NA
1QXY,1,HYDROLASE,N,0.144,0.165,Y,A,249,09-SEP-03,NA
1QYL,1,DNA,N,0.149,0.184,Y,A,7,11-SEP-03,NA
1R0M,1.3,ISOMERASE,N,0.155,0.173,Y,ABCD,1440,22-SEP-03,NA
1R0R,1.1,HYDROLASE,Y,0.159,0.184,Y,E,325,22-SEP-03,NA
1R29,1.3,TRANSCRIPTION,N,0.131,0.173,Y,A,122,26-SEP-03,NA
1R2Q,1.1,PROTEINTRANSPORT,N,0.125,0.169,Y,A,170,29-SEP-03,NA
1R3G,1.2,DNA,N,0.134,0.174,Y,AB,18,01-OCT-03,NA
1R68,1.2,DNA,N,NULL,NULL,Y,A,6,15-OCT-03,NA
1R6J,0.73,MEMBRANEPROTEIN,N,0.074,0.087,Y,A,82,15-OCT-03,NA
1RA0,1.1,HYDROLASE,N,0.168,0.172,Y,A,423,31-OCT-03,NA
1RB9,0.92,IRON-SULFURPROTEIN,N,0.073,NULL,Y,A,51,21-DEC-97,NA
1RDQ,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,NULL,0.162,Y,E,360,05-NOV-03,NA
1RFK,1.3,ELECTRONTRANSPORT,N,0.200,0.247,N,AB,192,10-NOV-03,NA
1RG8,1.1,HORMONE/GROWTHFACTOR,N,0.147,0.171,Y,AB,282,11-NOV-03,NA
1RQW,1.1,PLANTPROTEIN,N,0.127,0.152,Y,A,207,07-DEC-03,NA
1RRO,1.3,CALCIUM-BINDINGPROTEIN,N,0.176,NULL,Y,A,108,27-AUG-92,NA
1RTQ,0.95,HYDROLASE,N,NULL,0.151,N,A,291,10-DEC-03,NA
1RTT,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.211,0.228,Y,A,174,10-DEC-03,NA
1RUT,1.3,PROTEINBINDING,Y,0.157,0.193,Y,NA,157,11-DEC-03,NA
1RW1,1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.129,0.139,Y,A,111,15-DEC-03,NA
1RWH,1.3,LYASE,N,0.114,0.142,N,A,754,16-DEC-03,NA
1RWY,1.1,CALCIUM-BINDINGPROTEIN,N,0.133,0.162,Y,ABC,327,17-DEC-03,NA
1RXJ,1.1,UNKNOWNFUNCTION,N,0.180,0.200,N,ABCD,456,18-DEC-03,NA
1RYA,1.3,HYDROLASE,N,0.170,0.191,N,AB,320,20-DEC-03,NA
1RYO,1.2,METALTRANSPORT,N,0.221,0.235,Y,A,324,22-DEC-03,NA
1S1P,1.2,OXIDOREDUCTASE,N,0.147,0.156,N,A,315,07-JAN-04,NA
1S2P,1.3,PROTEINBINDING,N,0.190,0.215,Y,AB,360,09-JAN-04,NA
1S3C,1.3,OXIDOREDUCTASE,N,0.148,0.239,N,A,138,13-JAN-04,NA
1S83,1.3,HYDROLASE,Y,0.163,0.178,Y,A,220,30-JAN-04,NA
1SAU,1.1,OXIDOREDUCTASE,N,0.109,0.137,Y,A,114,09-FEB-04,NA
1SBY,1.1,OXIDOREDUCTASE,N,NULL,0.172,Y,AB,508,11-FEB-04,NA
1SDU,1.3,HYDROLASE,N,0.142,0.183,Y,AB,198,14-FEB-04,NA
1SEG,1.3,TOXIN,N,0.155,0.178,Y,A,64,17-FEB-04,NA
1SEN,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,NULL,0.184,Y,A,135,17-FEB-04,NA
1SF3,1.1,ELECTRONTRANSPORT,N,0.119,0.147,Y,A,105,19-FEB-04,NA
1SFD,0.99,ELECTRONTRANSPORT,N,0.119,0.147,Y,AB,210,19-FEB-04,NA
1SFS,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.102,0.135,Y,A,213,20-FEB-04,NA
1SG4,1.3,ISOMERASE,N,NULL,0.202,Y,ABC,757,23-FEB-04,NA
1SHO,1.1,ANTIBIOTIC,N,NULL,NULL,Y,AB,2,23-JUL-97,NA
1SK5,0.89,DNA,N,NULL,0.144,N,AB,20,04-MAR-04,NA
1SN4,1.3,TOXIN,N,0.166,0.192,N,A,64,11-NOV-98,NA
1SN9,1.2,DENOVOPROTEIN,N,0.190,0.285,Y,ABCD,72,10-MAR-04,NA
1SWU,1.1,PROTEINBINDING,N,0.126,0.157,Y,ABCD,465,12-OCT-98,NA
1SWY,1.1,HYDROLASE,N,0.123,0.147,Y,A,164,30-MAR-04,NA
1SXV,1.3,HYDROLASE,N,0.155,0.169,Y,A,160,31-MAR-04,NA
1SXW,1.1,TRANSPORTPROTEIN,N,0.154,0.179,Y,A,184,31-MAR-04,NA
1SY1,1,TRANSPORTPROTEIN,N,0.130,0.145,Y,A,184,31-MAR-04,NA
1SY2,1,TRANSPORTPROTEIN,N,0.156,0.170,Y,A,184,31-MAR-04,NA
1SY3,1,TRANSPORTPROTEIN,N,0.143,0.159,Y,A,184,31-MAR-04,NA
1T1E,1.2,HYDROLASE,N,0.213,0.244,N,A,534,16-APR-04,NA
1T1G,1.2,HYDROLASE,N,0.202,0.222,N,A,357,16-APR-04,NA
1T1I,1.3,HYDROLASE,N,0.183,0.207,N,A,357,16-APR-04,NA
1T2D,1.1,OXIDOREDUCTASE,Y,0.143,0.152,Y,A,315,21-APR-04,NA
1T2H,1,HYDROLASE,N,0.146,0.166,Y,AB,192,21-APR-04,NA
1T2I,1.1,HYDROLASE,N,0.130,0.167,Y,A,96,21-APR-04,NA
1T3Y,1.1,PROTEINBINDING,N,0.119,0.159,Y,A,131,28-APR-04,NA
1T6U,1.3,OXIDOREDUCTASE,N,NULL,0.201,Y,ABCDEFGHIJKL,1397,07-MAY-04,NA
1T7H,1.1,SIGNALINGPROTEIN,N,0.122,0.134,Y,AB,36,10-MAY-04,NA
1T8K,1.1,LIPIDTRANSPORT,N,0.134,0.150,N,A,77,13-MAY-04,NA
1TBF,1.3,HYDROLASE,Y,0.159,0.185,Y,A,325,20-MAY-04,NA
1TG0,0.97,CONTRACTILEPROTEIN,N,0.146,0.193,Y,A,66,28-MAY-04,NA
1TJK,1.3,HYDROLASE,Y,0.185,0.203,N,A,126,06-JUN-04,NA
1TJY,1.3,SIGNALINGPROTEIN,N,0.156,0.172,Y,A,316,07-JUN-04,NA
1TKJ,1.1,HYDROLASE,Y,0.117,0.147,N,A,277,08-JUN-04,NA
1TMM,1.3,TRANSFERASE,Y,NULL,0.164,Y,NA,316,10-JUN-04,NA
1TO2,1.3,HYDROLASE,Y,0.169,0.183,Y,E,345,11-JUN-04,NA
1TQG,0.98,TRANSFERASE,N,0.180,0.211,N,A,105,17-JUN-04,NA
1TT8,1,LYASE,N,0.123,0.153,Y,A,164,22-JUN-04,NA
1TU9,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.191,Y,A,131,24-JUN-04,NA
1TUK,1.1,LIPIDTRANSPORT,N,0.138,0.162,Y,A,67,25-JUN-04,NA
1TW7,1.3,HYDROLASE,N,NULL,0.211,Y,AB,198,30-JUN-04,NA
1TZB,1.2,ISOMERASE,N,0.150,0.165,Y,AB,601,09-JUL-04,NA
1U07,1.1,PROTEINTRANSPORT,N,0.139,0.183,Y,AB,178,13-JUL-04,NA
1U2H,0.96,CONTRACTILEPROTEIN,N,0.161,0.172,Y,A,96,19-JUL-04,NA
1UAI,1.2,LYASE,N,0.170,0.190,Y,A,223,11-MAR-03,NA
1UCD,1.3,HYDROLASE,N,0.200,0.203,N,A,190,10-APR-03,NA
1UCR,1.2,UNKNOWNFUNCTION,N,0.139,0.180,N,AB,149,18-APR-03,NA
1UCS,0.62,ANTIFREEZEPROTEIN,N,0.139,0.155,Y,A,64,21-APR-03,NA
1UFY,0.96,ISOMERASE,N,0.110,0.127,Y,A,121,11-JUN-03,NA
1UG6,0.99,HYDROLASE,N,0.122,0.130,Y,A,426,12-JUN-03,NA
1ULR,1.3,HYDROLASE,N,0.190,0.216,Y,A,87,16-SEP-03,NA
1UNQ,0.98,TRANSFERASE,N,0.151,0.179,Y,A,118,12-SEP-03,NA
1UOW,1,GLYCOPROTEIN,N,0.16658,0.18352,Y,A,157,24-SEP-03,NA
1UOZ,1.1,HYDROLASE,N,0.113,0.130,Y,A,300,26-SEP-03,NA
1US0,0.66,OXIDOREDUCTASE,Y,0.094,0.103,Y,A,314,16-NOV-03,NA
1USC,1.2,OXYGENASE,N,0.203,0.222,Y,AB,356,21-NOV-03,NA
1USE,1.3,SIGNALINGPROTEIN,N,0.175,0.196,Y,A,40,21-NOV-03,NA
1USM,1.2,TRANSCRIPTIONALSTIMULATOR,N,0.215,0.228,Y,A,77,26-NOV-03,NA
1USO,1.3,TRANSCRIPTIONALSTIMULATOR,N,0.216,0.238,Y,AB,157,27-NOV-03,NA
1UWC,1.1,HYDROLASE,N,0.116,0.13802,Y,AB,522,03-FEB-04,NA
1UWK,1.2,HYDROLASE,N,0.141,0.179,Y,AB,1107,05-FEB-04,NA
1UZ3,1.1,CHROMATINREGULATOR,N,0.145,0.199,Y,AB,199,03-MAR-04,NA
1V0L,0.98,HYDROLASE,Y,0.119,0.137,Y,A,302,31-MAR-04,NA
1V4F,1.3,STRUCTURALPROTEIN,N,NULL,0.159,N,A,14,13-NOV-03,NA
1V6P,0.87,TOXIN,N,NULL,0.153,N,AB,124,03-DEC-03,NA
1V6Q,1.3,STRUCTURALPROTEIN,N,NULL,0.189,N,A,14,03-DEC-03,NA
1V70,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.203,0.204,Y,A,105,05-DEC-03,NA
1V7H,1.3,STRUCTURALPROTEIN,N,0.165,0.230,N,A,14,17-DEC-03,NA
1V8H,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.211,0.213,Y,AB,212,09-JAN-04,NA
1VB0,0.92,TOXIN,N,NULL,0.133,N,A,61,20-FEB-04,NA
1VBW,0.93,PROTEINBINDING,N,NULL,0.143,Y,A,68,03-MAR-04,NA
1VD6,1.3,HYDROLASE,N,0.217,0.233,Y,A,218,18-MAR-04,NA
1VDW,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.208,0.217,Y,AB,496,25-MAR-04,NA
1VE4,1.2,TRANSFERASE,N,0.230,0.247,Y,A,201,27-MAR-04,NA
1VFY,1.1,TRANSPORTPROTEIN,N,0.174,0.181,Y,NA,67,26-APR-99,NA
1VK1,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.166,0.175,Y,A,223,13-APR-04,NA
1VL9,0.97,HYDROLASE,N,NULL,0.134,Y,A,123,15-JUL-04,NA
1VLY,1.3,TRANSFERASE,N,0.136,0.168,Y,A,314,20-AUG-04,NA
1VP8,1.3,FLAVOPROTEIN,N,0.155,0.166,Y,A,183,14-OCT-04,NA
1VR7,1.2,LYASE,N,0.120,0.150,Y,AB,235,15-FEB-05,NA
1VRO,1.1,DNA,N,NULL,0.129,Y,AB,10,14-APR-05,NA
1VRZ,1.1,DENOVOPROTEIN,N,0.125,NULL,Y,A,13,14-OCT-05,NA
1VTR,1,DNA,N,0.153,NULL,N,A,4,18-AUG-88,NA
1VTT,1,DNA,N,0.195,NULL,N,AB,12,18-AUG-88,NA
1VTV,1.3,DNA,N,0.156,NULL,N,AB,6,10-JAN-89,NA
1VTW,1.2,DNA,N,0.160,NULL,N,AB,8,18-AUG-88,NA
1VTY,1.3,DNA,N,0.217,NULL,N,AB,10,18-AUG-88,NA
1VYP,1.3,OXIDOREDUCTASE,N,0.134,0.153,Y,X,362,04-MAY-04,NA
1VYR,0.9,OXIDOREDUCTASE,Y,0.1162,0.1398,Y,A,363,05-MAY-04,NA
1VZI,1.1,OXIDOREDUCTASE,N,0.143,NULL,Y,AB,250,19-MAY-04,NA
1W0N,0.8,HYDROLASE,Y,0.129,0.144,Y,A,120,09-JUN-04,NA
1W23,1.1,TRANSFERASE,N,0.117,0.139,Y,AB,717,25-JUN-04,NA
1W2L,1.3,OXIDOREDUCTASE,N,0.142,0.170,N,A,97,06-JUL-04,NA
1W32,1.2,HYDROLASE,N,0.122,0.144,Y,AB,692,12-JUL-04,NA
1W3M,1,ANTIBIOTIC,N,0.139,0.171,Y,ABCDEFGHIJKL,84,16-JUL-04,NA
1W5U,1.1,ANTIBIOTIC,N,0.173,0.215,Y,ABCD,32,10-AUG-04,NA
1W66,1.1,TRANSFERASE,N,0.117,0.146,Y,A,218,13-AUG-04,NA
1W6S,1.2,OXIDOREDUCTASE,N,0.153,0.177,Y,AC,1339,23-AUG-04,NA
1W7C,1.2,OXIDOREDUCTASE,N,0.113,0.146,Y,A,736,01-SEP-04,NA
1W7Q,1.1,ANTIBIOTIC,N,0.169,0.195,Y,ABCDEF,24,08-SEP-04,NA
1W8U,1.3,CARBOHYDRATE-BINDINGDOMAIN,Y,0.162,0.175,Y,A,141,28-SEP-04,NA
1WC2,1.2,HYDROLASE,N,0.147,0.162,Y,A,180,08-NOV-04,NA
1WCG,1.1,HYDROLASE,N,0.133,0.146,Y,AB,924,15-NOV-04,NA
1WCW,1.3,LYASE,N,0.188,0.216,Y,A,254,06-MAY-04,NA
1WDP,1.3,HYDROLASE,N,0.118,0.174,Y,A,493,17-MAY-04,NA
1WDQ,1.3,HYDROLASE,N,0.117,0.174,Y,A,493,17-MAY-04,NA
1WKQ,1.2,HYDROLASE,N,0.161,0.177,Y,AB,313,01-JUN-04,NA
1WKR,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.147,0.171,Y,A,343,02-JUN-04,NA
1WLY,1.3,OXIDOREDUCTASE,N,0.212,0.232,Y,A,322,30-JUN-04,NA
1WM3,1.2,PROTEINTRANSPORT,N,0.119,0.185,Y,A,72,02-JUL-04,NA
1WMA,1.2,OXIDOREDUCTASE,Y,0.109,0.167,Y,A,275,06-JUL-04,NA
1WMD,1.3,HYDROLASE,N,NULL,0.169,Y,A,434,08-JUL-04,NA
1WMS,1.3,PROTEINTRANSPORT,N,0.141,0.196,Y,AB,333,16-JUL-04,NA
1WN2,1.2,HYDROLASE,N,0.193,0.215,Y,A,118,26-JUL-04,NA
1WPN,1.3,HYDROLASE,N,0.140,0.166,Y,AB,374,09-SEP-04,NA
1WRI,1.2,ELECTRONTRANSPORT,N,0.118,0.141,Y,A,93,18-OCT-04,NA
1WVF,1.3,OXIDOREDUCTASE,N,0.146,0.167,Y,NA,515,15-DEC-04,NA
1WY3,0.95,STRUCTURALPROTEIN,N,NULL,0.171,Y,A,34,04-FEB-05,NA
1WYX,1.1,CELLADHESION,N,0.177,0.191,N,AB,137,17-FEB-05,NA
1X1R,1.3,SIGNALINGPROTEIN,Y,0.183,0.200,Y,A,169,12-APR-05,NA
1X6I,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,NULL,0.211,Y,AB,176,11-AUG-04,NA
1X6Z,0.78,STRUCTURALPROTEIN,N,0.143,0.153,Y,A,120,12-AUG-04,NA
1X8P,0.85,LIGANDBINDINGPROTEIN,N,0.133,0.159,Y,A,184,18-AUG-04,NA
1XDN,1.2,LIGASE,N,0.129,0.148,Y,A,262,07-SEP-04,NA
1XEO,1.3,HYDROLASE,N,0.200,0.215,Y,A,165,10-SEP-04,NA
1XG0,0.97,PHOTOSYNTHESIS,N,0.107,0.126,N,PHYCOERYTHRINALPHA-3CHAIN,491,16-SEP-04,NA
1XJU,1.1,HYDROLASE,N,0.134,0.153,N,AB,311,24-SEP-04,NA
1XMK,0.97,HYDROLASE,N,0.145,0.183,Y,A,79,03-OCT-04,NA
1XMT,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.149,0.170,Y,A,95,04-OCT-04,NA
1XOD,1.1,SIGNALINGPROTEIN,N,0.155,0.177,Y,AB,224,06-OCT-04,NA
1XQO,1,LYASE,N,0.159,0.183,Y,A,253,13-OCT-04,NA
1XT5,1.1,IMMUNESYSTEM,N,0.128,0.153,Y,NA,135,21-OCT-04,NA
1XUB,1.3,BIOSYNTHETICPROTEIN,N,0.135,0.160,Y,A,278,26-OCT-04,NA
1XUW,1.3,DNA,N,0.153,0.221,Y,AB,18,26-OCT-04,NA
1XUX,1.3,DNA,N,0.127,0.194,Y,ABCD,36,26-OCT-04,NA
1XVK,1.3,DNA/ANTIBIOTIC,Y,0.183,0.221,Y,A,10,28-OCT-04,NA
1XWT,1.3,HYDROLASE,N,0.124,0.143,Y,A,404,02-NOV-04,NA
1XY1,1,HORMONE,N,NULL,NULL,N,AB,16,05-JUN-87,NA
1XY2,1.2,HORMONE,N,NULL,NULL,N,A,8,05-JUN-87,NA
1Y0M,1.2,HYDROLASE,N,NULL,0.177,Y,NA,61,15-NOV-04,NA
1Y55,1,SUGARBINDINGPROTEIN,N,0.166,0.177,Y,XY,240,02-DEC-04,NA
1Y59,1.2,HYDROLASE,N,0.124,0.167,Y,T,220,02-DEC-04,NA
1Y6X,1.3,HYDROLASE,N,NULL,0.207,Y,A,86,07-DEC-04,NA
1Y93,1,HYDROLASE,Y,0.157,0.168,Y,A,158,14-DEC-04,NA
1YCC,1.2,ELECTRONTRANSPORT(CYTOCHROME),N,0.192,NULL,N,A,107,09-MAY-90,NA
1YFQ,1.1,SIGNALINGPROTEIN,N,0.152,0.186,N,A,342,03-JAN-05,NA
1YG9,1.3,HYDROLASEALLERGEN,N,0.181,0.212,Y,A,319,04-JAN-05,NA
1YJ1,1.3,STRUCTURALPROTEIN,N,0.196,0.218,Y,ABC,214,13-JAN-05,NA
1YJO,1.3,PROTEINBINDING,N,0.103,0.152,Y,NA,6,15-JAN-05,NA
1YK4,0.69,ELECTRONTRANSPORT,N,0.100,0.108,Y,A,52,17-JAN-05,NA
1YMT,1.2,TRANSCRIPTION,N,0.197,0.214,Y,A,245,21-JAN-05,NA
1YNO,1.2,LYASE,N,0.124,0.155,Y,A,524,24-JAN-05,NA
1YNP,1.3,OXIDOREDUCTASE,N,0.172,0.206,Y,AB,581,25-JAN-05,NA
1YNV,1.2,HYDROLASE,N,0.154,0.178,Y,X,96,25-JAN-05,NA
1YQS,1.1,HYDROLASE,N,0.114,0.136,Y,A,345,02-FEB-05,NA
1YS1,1.1,HYDROLASE,Y,0.150,0.158,Y,X,320,06-FEB-05,NA
1Z0W,1.2,HYDROLASE,N,0.137,0.181,Y,A,203,02-MAR-05,NA
1Z2N,1.2,TRANSFERASE,Y,0.182,0.205,Y,X,311,08-MAR-05,NA
1Z2U,1.1,LIGASE,N,NULL,0.149,Y,A,150,09-MAR-05,NA
1Z41,1.3,OXIDOREDUCTASE,N,0.189,0.208,Y,AB,654,15-MAR-05,NA
1Z53,1.1,OXIDOREDUCTASE,N,0.134,0.177,Y,A,293,17-MAR-05,NA
1Z6M,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.187,Y,A,171,22-MAR-05,NA
1Z70,1.1,OXIDOREDUCTASE,N,0.139,0.170,Y,X,274,23-MAR-05,NA
1Z7I,1.3,DNA,N,0.177,0.200,Y,A,7,24-MAR-05,NA
